Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	"When there is pain in the ear due to friction and it is treated with laxative causes and other treatments that have been mentioned in the division, but the pain is not removed, then heat the cautery, which is called 'punctum' and has this shape:"
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	"And then prick it at the ignition point and lead it around the entire ear like a wheel is turned, or around each prominence if the pain is in each one."
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	"Be careful with the cautery of the ear's opening little by little because you have felt the location with its tip."
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	"And if you make ten points in all the ear and quit it, then treat those locations until they are healed."
Capitol .vi.	"Chapter Six."
De cauterizacio de turtura.	"On cauterizing tortures."
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	"The torture that is treated with cautery is only of those species that come from phlegm, according to what we have said in the divisions of diseases."
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	"Evade cauterization of the species that occurs through dryness or spasm of the nerve."
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	"When you treat that species of tortura with herbs and capipurgi and gargarisms, and yet you cannot confirm your treatment, then you should cauterize the patient with three cauteries: one at the root of the ear, the second a little behind the cheekbone, and the third at the junction of two lips."
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	"And place your cautery on the opposite side from where the ailment began, for softening is seen only in the part that seems healed."
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	"And the manner of cauterization is that you should cauterize it with the cautery on the right side of the extreme tip of the ear, a little above the horn of the head, and another on the cheekbone, its length being equal to the length of the thumb, and then place your hand with the cautery until most of the surface area of the wound is burned."
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	"And this is the shape of the cautery, and it is a specialty of the barber-surgeon, the shape of which is shown on this table."
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	"Although perhaps it may seem too subtle to you, yet in place of unnecessary roughness it is better to cut a little."
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	"And then cure the wound with what is denoted as processed before until it is healed."
Capitol .vii.	"Chapter VII."
De cauterizacio de apoplextia antiqua.	"On the cautery of ancient apoplexy."
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	"When apoplexy is ancient and you cure it with what we have said and your medication does not work and the ailment has no fever, then cauterize those places with four cauteries: on all the horns of its head; and a cautery in the middle of the head, as we have said; and a cautery behind the ear."
E la manieyra del cauteri es fayta segon que es desus dit.	"And the manner of the cautery is made according to what has been said above."
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	"After it has been cauterized over the mouth of the stomach, and if it is worse, then it should be cured with what you process."
Capitol .viii.	"Chapter VIII."
De cauterizacio de obblivio fayta per flacma.	Burns caused by forgetfulness are treated with flame cautery.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	"Great quantities of pills are given to the patient at the beginning, serving to cleanse."
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	"And then immediately cover the entire head of the patient and place on it the plaster described in the treatise on plasters."
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	"And apply this several times, for this is a manner of cautery."
E fay aquo segon aquel meteys orde le qual ja he dit.	"And do this according to that method already mentioned."
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	"If this does not heal well, then make three cauteries in the last section of their head, which should be descending from the most elevated part of the head towards the lowest part of the neck."
