Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	"And if you see that this disease does not respond to this cautery and that the patient's constitution is tolerable, then cauterize him in the middle of the head as we have described, and cure the wound until it is healed."
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	"And if you wish, administer the cautery which we have mentioned in the chapter on arresting bleeding with cautery using two tweezers, since this is better cautery and more effective."
Capitol .v.	"Chapter Fifth."
De cauterisacio de las dolors de aurelhas.	"Of Cautery for Earaches."
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	"When in the ear there is pain from friction and it is treated with laxative causes and other treatments which I have mentioned in the section on diseases, but the pain does not subside, then heat the cautery, and this is called 'punctum', of which this is the shape:"
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	"And then make punctures around the ignition, and let it be moved around the entire ear like a wheel is turned, or in the circuit of each one if the pain is in each."
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	"And go along with the cautery of the radius of the ear little by little until you have felt out the spot with the tip."
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	"And if you make ten punctures all over the ear and it still hurts, then treat the spots until they are healed."
Capitol .vi.	"Chapter Six."
De cauterizacio de turtura.	"The cautery of a tumor."
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is cured by cautery is only one of the species which comes about from blood, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	"Avoid cautery of the species that occurs due to dryness or spasm of the nerve."
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of tumor with herbs and capperdines and guarguarisms, and your treatment does not work, then you must cauterize the disease with three cauteries: one at the root of the ear, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	"And pause your cautery where it meets its opposite, for softening occurs only in the part that appears to be healed."
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	"And the manner of cauterization is that you cauterize it with a cautery in the right of the tip of the ear, a little above the horn of the head, and on the temple, its length being according to the length of the aforementioned finger, and then pause your hand with cautery until about half of the substance of the cautery is consumed."
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	"And this is the manner of the cautery, which is specific to surgeons, and its form is flat on one side."
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	"But nevertheless it is more subtle than that which you have seen; and it is necessary to cut away excessive roughness with a knife."
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	"And then cure the place with what is usually applied until it heals."
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and treated with what we have said, and the patient's medicine does not agree, then cauterize them with four cauteries: over all the horns of their head; and with a cautery on the middle of the head, as we have said; and with a cautery in the throat.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of cauterization is done as has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And once cauterized over the mouth of the stomach, it becomes more severe; and then it should be treated with what proceeds from you.
Capitol .viii.	Chapter VIII
De cauterizacio de obblivio fayta per flacma.	On cauterization for forgetfulness caused by phlegm.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Let the patient be given large jars and pills to swallow at the beginning.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	"Then shave the patient's entire head and place it on the cushion described in the treatise of plasters."
