Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	"And if you see this illness not responding to this cautery and you see the patient's body tolerating it well, cauterize it in the middle of the head as we have described, and treat the wound until it is healed."
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	"And if you wish, administer the cautery which we have mentioned in the chapter on constriction of artery with cautery having two tips, because this is better cauterization and more comforting."
Capitol .v.	"Chapter Five."
De cauterisacio de las dolors de aurelhas.	Of cauterizing ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	"When in the ear there is pain due to friction and it is treated with laxative causes and other treatments which have been mentioned in the division, but the pain is not removed, therefore ignite the cautery called 'puncta', of which this is the shape:"
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	"And then puncture around the ignition and move it around the entire ear like a wheel is turned, or in the circumference of each one if the pain is in each one."
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	"Be careful with the cautery near the root of the ear little by little because you have felt the location with your finger."
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	"And if puncturing ten times all around the ear, and if you wish, cure the locations until they are healed."
Capitol .vi.	"Chapter Six."
De cauterizacio de turtura.	Of cautery for quinsy
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Quinsy that is cured and with cautery is only of the kinds that come from pleurisy according to what we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that occurs due to dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of tortoise with herbs and caperworts and garlic, and your treatment is not effective, then it is necessary to cauterize the wound with three cauteries: first at the root of the ear, second a little below the temple, and third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery at the opposite side of the wound's departure, for softening occurs only in the part that appears healed.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is as follows: cauterize with the cautery in the right side of the extremity of the ear, then a little above the horn of the head, and on the temple, the length of which should be according to the length of the finger joint; and pause your hand with the cautery until it has consumed about half of the quantity of the species of thread.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, which belongs to the barber-surgeon, the shape of which is like a sickle before the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But still it would be better if you saw something like this; and it is necessary that in place of excessive crudeness, there should be a little more finesse.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And afterwards dress the wound with water before it heals completely.
Capitol .vii.	Chapter VII
De cauterizacio de apoplextia antiqua.	Of cautery for ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and treated with what we have said and there's no fever, then cauterize him with four cauteries: on all the corners of his head; and one in the middle of the head, as we have said; and one on the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The manner of cauterization is done according to what is described above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And now that the patient has been cauterized over the mouth of the stomach, and it's more serious; then proceed to treat him with what follows.
Capitol .viii.	Chapter VIII
De cauterizacio de obblivio fayta per flacma.	On cauterization for oblivion caused by stroke (apoplexy).
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	First, give the patient large jars and pills made of groundsel.
