Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that is severed, for in the severing of it there is fear, and especially for him who is ignorant of what he does and has not studied or practiced; and leave the operation at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find it in the memory of the regimen of accidental bleeding from the artery according to its own manner, in its own place in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cauterizing and see the patient's body is tolerable, then cauterize it in the middle part of the head just as we have described, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cauterizing which we have described in the chapter on stretching of artery with two cloths, and it is better this cauterizing and more relevant.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Cauterizing of Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is cured with lactative causes and with another cure which I have described in the division, and the pain does not subside, then ignite the cauterizing, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then make the puncta approach the ignition, and be brought to the surroundings of all the ear as a wheel is revolved, or in the circle of each example if the pain is in each.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Draw out the cauterizing from the root of the ear little by little until you have marked the spot with intent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterizing is applied to all the points in the entire ear, and those places, and then cure them until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Cauterizing of Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and by cauterizing there is only of the species that come through flux, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing the species which occurs due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with jarrings and capipurgi and guarguarismes, and your cure does not conform, then it is necessary to cauterize the patient with three cauterizations: the first at the root of the ear, and the second a little behind the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterization on the contrary side of the affected part, for softening does not come except in the part that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauterizing on the right side of the extremity of the ear, a little above the horn of the head, and in the temple another, the length of which is according to the length of the thumb's tip, and hold your hand with the cauterizing until the quantity of the majority of the bone's specificity is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterizing, and it is a type of cutlery, the shape of which is before the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But even more subtle is that which you see a little, and it is necessary to temper in it a little of superfluous grossness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the spot with this water which is before processed until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Cauterizing of Old Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you cure it with what we have said and your medicine does not conform and the patient has no fever, then cauterize it with four cauterizations: on all the horns of his head; and with cauterization in the middle part of the head, just as we have said; and with cauterization in the back of the head.
