Ayssi comensan las paraulas de Albucasim .	The words of Albucaisem begin thus.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that is cut, because in the cutting of it there is fear, and especially to him who ignores what he is doing and is not studious or experienced; and leave the operation to begin.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find in memory of the regimen of accidental blood flow according to your own manner, in your place in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not reach the point of this cauterization and you see that the patient's body is tolerable, then cauterize it in the middle part of the head just as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cauterization which we have said in the chapter on stretching the artery with two cloths, and it is a better cauterization and more conducive.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Cauterizing Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it has been treated with laxative medicines and the other cure which I have mentioned in the division, and the pain is not relieved, then ignite the cauterization, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then place the puncta near the ignition, and be guided to the entire ear as if a wheel is turned around, or in the circuit of each example if the pain is in each.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Hold the cauterization of the ear's root slowly and gradually as you have indicated the location with a tentative touch.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of those points in the entire ear is done, and whichever one it may be, then cure the spots until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Cauterizing Turtura.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura which is cured and by cauterization it is nothing but the species that comes through phlegm, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that occurs due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of turtura with jerrals and capipurgies and guarguarisms, and your treatment does not bring relief, then it is necessary for you to cauterize the patient with three cauterizations: the first at the root of the ear, and the second a little below the temporal temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterization at the opposite part of the affected side, because softening only appears on the side that seems to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauterization in the right extremity of the ear, a little above the crown of the head, and on the temple another, the length of which is according to the length of the said thumb, and pause your hand with the cauterization until the quantity of the majority of the specificity of the bone is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterization, and it is a species of the scalpel, the form of which is before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however subtle it may be, that which you see a little bit is what you must cut off in excess of unnecessary growth.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the spot with water as it proceeds until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Cauterizing Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with the water that we have said and your treatment does not bring relief, and the patient has no fever, then cauterize it with four cauterizations: on all the crowns of the head; and with the middle cauterization in the middle part of the head, just as we have said; and with the cauterization in the back of the neck.
