Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood in the artery that is blocked, because in the blockage of it there is fear, and mostly to one who ignores what he does and is not skilled and experienced; and thus the operation begins on him at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find remedy in remembering the rule of blood flow regulation according to the usual method, at the usual place of this free treatment.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this illness does not abound to this cautery and you see the body of the patient tolerable, then cautery it in the middle place of the head thus as we have recounted, and cure the plague until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter of straightening of arteries with cautery having two handles, and it is a better cauteryization, more convenient.
Capitol .v.	Chapter 5.
De cauterisacio de las dolors de aurelhas.	On the Cauterization of Ear Pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is treated with causative remedies and another treatment which has been said in the division, and the pain is not alleviated, then ignite the cautery, and this is the one that has been named pointed, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point at the ignition, and it should be directed towards the environment of the entire ear thus as a wheel is turned around, or in a circle of some sort if the pain is somewhere.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Also, you have the cautery of the root of the ear little by little, because then you will feel the spot where you are trying.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you cautery multiple points throughout the entire ear, and that is it, and then cure the spots until they are healthy.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the Cauterization of Turture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turture, which is treated and cautery is not only for the species that come from flux, according to what we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	It is necessary to cautery the species that comes from dryness or from spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of turture with herbs and capillary and gargling, and do not complete your treatment, then it is necessary to cautery the illness in three cauteries: the first is at the root of the ear, and the second is a little below the usual temple, and the third is at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery tool for the opposite part of the ailing area, because mollification is not seen except in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cautery it with the cautery tool in the direction of the extremity of the ear, then slightly above the crown of the head, and in another temple, the length of which is according to the length of the said bone, and pause your hand on the cautery until the quantity of the greatness of the species of the codeina is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery tool, and it is a species of cutting instrument, the form of which is described in detail.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more subtle because one little thing is thus as you see; and it is necessary to cut in the excessive fat a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the spot where it is described, until it is healthy.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	On the Cauterization of Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you treat it with what we have said and do not complete your medication and the illness does not have fever, then cautery it with four cauteries: on all the crowns of the head; and with cautery in the middle place of the head, as we have said; and with cautery on the nape.
