Ayssi comensan las paraulas de Albucasim .	The words of Albuca's doctrine begin here.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will come to remember the regimen of accidental bleeding from the artery according to your own manner in this very book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not yield to this cautery and you see the patient's body is tolerable, then cauterize it in the middle part of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter on stretching of artery with two handles, and this is the better cautery and most concurrent.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Cauterization for Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain caused by cold and it is treated with laxative causes and with other treatment which I have said in the division, and the pain is not relieved, then ignite the cautery, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the puncta to the ignition, and be brought around the entire ear as a wheel is revolved, or in the circuit of each example if the pain is in each.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	And then stretch yourself with the cautery of the root of the ear little by little until you have marked the location with a tent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these dots is applied to the entire ear, and in each place, and then cure the locations until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Cauterization for Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and by cauterization it is not but of the species which come from flux, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with jarrings and capipurgisms and guarguarisms, and your treatment does not confirm, then it is necessary to cauterize the patient with three cauteries: the first on the root of the ear, the second a little below the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And then pause your cautery on the contrary side of the ailing part, for softening does not come but on the opposite side that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cautery on the right side of the extremity of the ear, slightly above the horn of the head, and in the temple another one, the length of which is according to the length of the thumb's joint, and then place your hand with the cautery until the quantity of the majority of the cord's specific part is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of the cutlery, the form of which is placed before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however subtle it may be, that a little bit is as you see it; and it is necessary to cut off the superfluous thickening a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the location with what is before us, until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Cauterization for Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with what we have said, and your treatment does not confirm, and the patient has no fever, then cauterize that with four cauteries: on all the horns of his head; and with a cautery in the middle part of the head, as we have said; and with another one in the occiput.
