Ayssi comensan las paraulas de Albucasim .	The words of Albucaisim begin here.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is on the custody and caution of the flow of blood from the artery that is cut, because in the cutting of it there is fear, and especially for him who does not know what he is doing and has no experience or skill; and leave the operation to begin.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will come with a recollection of the regulation of blood flow accidental to the artery according to your own method in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cautery and you see the patient's body is tolerable, then cauterize it in the middle location of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery that we have said in the chapter on stricture of artery with two cauteries, and it is better and more convergent.
Capitol .v.	The fifth chapter.
De cauterisacio de las dolors de aurelhas.	On Cauterization for Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to heat and it is cured by lactative causes and by another cure which I have said in the division, and the pain does not subside, then ignite the cautery, and this is called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then, the puncta is brought to the ignition, and it should be guided around the entire ear like a wheel is revolved, or in the circuit of each sample if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Lengthen yourself with the cautery of the root of the ear little by little, so that you sense the location with intent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery is applied to all points in the entire ear, and each one, and then cure the locations until they are healed.
Capitol .vi.	The sixth chapter.
De cauterizacio de turtura.	On Cauterization for Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and with cautery is not but of the species which come through flux, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that occurs due to dryness or spasmodic contraction of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with jellies and capipurgis and guarguarisms, and your cure does not provide relief, then it is necessary for you to cauterize the patient with three cauteries: one on the root of the ear, and the second a little below the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery on the contrary side of the affected part, because softening only occurs in the part that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cauterize with the cautery on the right side of the extremity of the ear, slightly above the horn of the head, and on the temple another one, the length of which is according to the length of the thumb, and then pause your hand with the cautery until the quantity of the majority of the specificity of the tongue has been consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of the cutlary, the form of which is before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however, more subtle is that it must be done as you see; and it is necessary to cut off in excess of superfluous gristle a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the location with water that is before us, until it is healed.
Capitol .vii.	The seventh chapter.
De cauterizacio de apoplextia antiqua.	On Cauterization for Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with the water that we have said and your medicine does not provide relief, and the patient has no fever, then cauterize it with four cauteries: on all the horns of his head; and with one cautery in the middle location of the head, just as we have said; and with one cautery in the cranium.
