Ayssi comensan las paraulas de Albucasim .	Here is my translation of your provided text: 
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When ear pain occurs due to rubbing and is treated with laxative remedies along with the other treatment mentioned in the previous section, but the pain persists without any relief, then apply the pointed cautery. Here's the form it should take:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then prick the ignition point and move it around the entire ear as if you were drawing a circle, or in a circular motion around each section of the ear where the pain is located.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Gently guide the cautery from the base of the ear upwards, taking care not to miss any spots as you go along.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	Once you have covered all the points with the cautery, take it away and then treat those areas until they are healed.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	De cauterizacio de turtura.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura la cual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	Here is my line-by-line translation of the provided text: 
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the affected area, for softening [of the skin] occurs only in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The way of performing the cauterization is that you cauterize it with a cautery on the right side of the earlobe, placing a small piece above the crown of the head, and another one on the temple, whose length should be according to the length of your pinky finger, and place your hand holding the cautery until the amount equivalent to half the thickness of the skin is burnt.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, which is specific to the surgical knife, whose form should be flat on top.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more subtle to have one that is slightly thinner like this; it's necessary to cut off a little bit of the superfluous thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then treat the area with this which was previously cauterized until it is healed.
Capitol .vii.	I'm glad to help you translate more text from this medieval medical treatise, but please provide me with the source material! Is there another sentence I can assist you with?
De cauterizacio de apoplextia antiqua.	On the cauterization of ancient stroke.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When a stroke is long-standing and you have treated it with what we have mentioned earlier but the patient does not respond to your medication and has no fever, then cauterize that area with four cauterizations: on all corners of their head; with a cautery in the middle of the scalp as we have said; and with a cautery near the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of applying the cautery is done as previously described.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	He has already been cauterized over the stomach area, which is further down; now treat him with what you have at hand.
Capitol .viii.	Chapter 8:
De cauterizacio de obblivio fayta per flacma.	On cauterization of the skull performed with a flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give to the patient in the beginning large cups of water and pills made with refined flour.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the patient's entire head, and apply over their nape a plaster as described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And leave it for some time, for this is how one does cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do this according to the method I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if this heals them, it is good; otherwise, make three cauterizations on the back of their head, descending from the upper part of the head towards the neck.
