Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	When you come for recall of the flow of sickness from the aorta according to the doctor's methodology, in this free space hereby provided.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	If you experience this illness that does not satisfy the treatment and if it affects even the head area of the malady, then cauterize there at the forehead spot where we have previously mentioned, taking care to heal whatever is inside.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you come, administer the same cautery that we have mentioned in Chapter IX of External Cautery Treatment and there is even more to be said about this treatment which will provide better healing effects.
Capitol .v.	Capital (This line is not complete enough for translation; it seems
De cauterisacio de las dolors de aurelhas.	The provided Latin-like text appears related to medieval medicine, specifically referring to the treatment of joint pains with cold humors—a concept from ancient medical theories like those
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the elbow there is pain caused by congelation and disease within it, for which I have described another form of treatment herein written; hence this specific method will not be subjected to heat (which could potentially worsen inflammation), rather hot irons are used as cauterization tools. Here refers the aforementioned tool known as "puncture" or pointed instrument for cauterizing, which is employed in addressing such conditions of pain and swelling within an elbow affected by cold humoral excesses causing localized distress that needs remediation without resort to thermal methods due to their potential detrimental effects on inflammation.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Here comes the first source sentence translated line by line into English:
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Long ago you have used the sharp points of the lancet for very small punctures, which were necessary to tempt that place where your hand is located today.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If all points created by the healing instruments on the entire body are done so and attended with care for those places that have been made healthy, ensure proper attention to these areas.
Capitol .vi.	Capitolo VI. (The text seems to be numbered as
De cauterizacio de turtura.	Chapter VI concerning scalpel treatment or incision for removal of a wound, appendage, etcetera.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Chapter VI concerning scalpel treatment or incision for removal of a wound/appendage; these are cured and treated with caustic substances as mentioned in the divisions of diseases (presumably referring to specific remedies involving spices used internally). In this translation, I have retained terms like "scalpel" which refers back to surgical treatment or incision. The mentioning of curative agents such as cauterizing substances suggests a medieval medical practice where
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid the use of caustic species that are used to dry out or cause muscle contractions (possibly referring to specific treatments involving certain plant-derived substances known for their desiccating and stimulating effects on nerves). Here, "eschiva
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of scalpel for purging and cleansing (implying detoxification or expulsion), such as a diuretic agent like senna used historically to induce urination, the treatment itself does not interf all three: firstly with sulphur from an onion worm's head ("razi de la auriga"), secondly using small drops of holy water (as per medieval religious practices), and thirdly by kissing your lips together. Here I have translated to convey a traditional approach involving the use of common kitchen items like garlic, as well as symbolic or ritualistic elements such as onion worm heads ("auriga") for their purported healing properties in treating gastrointestinally related issues during medieval times—a reflection possibly indicative of folk medicine practices. The reference to kissing the lips together is a metaphorical way indicating closing or seal, which might symbolize finalizing treatment with an act believed by some traditions (perhaps spiritual) as healing in
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	When you stop the pointed cautery for a time on the affected part, there is relief only in that section which appears healthy again.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is that you apply the lancet directly to the tip of the patient' extramand, placing a small piece on the heel of their cap and in the temple where it corresponds with the length of the beard growth; hold your hand within until enough has been burnt out for treatment.
