Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you come, administer the tool for which we have mentioned in the chapter on metal treatments of instruments meant as a two-cottle lancet, and hereby provide better treatment than before.
Capitol .v.	In this translation task, it appears that we are dealing with an arch
De cauterisacio de las dolors de aurelhas.	For "Capitol v.", the context suggests you might be referring to treatment or addressing pain in joints (as mentioned earlier). However, without additional text it
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the finger there is pain due to congestion and it'suply its own treatment as stated earlier, so that there is no recurrence of pain; herein lies the method mentioned previously—the cautery. This is where we are referring to for treating such pains: specifically a form or type described before which involves direct application of heat (ignis) through cautioning methods like pinpoint heated instruments, also known as "puncta.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place points with the cautery herein, and carry it throughout all of the patient'thy body area where pain may be present in any joint or limb movement if necessary; using a spinning wheel for this purpose as needed when traversing various parts of the body to locate sources of discomfort.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Long you have held onto the cautery of your finger, scarcely more than just enough to keep it in place where you attempt.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If all points made with cautery on this person are complete and care is taken for the places that have healed,
Capitol .vi.	Capture VI.
De cauterizacio de turtura.	Of cupping therapy.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Treatment that is healed and through cautery involves only spices brought in by the artery, as mentioned in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Evae cautearice potionis quae non necessario est ut siccus aut tremulus nervus distruaere.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that particular kind of torture and cleaning away urine and stone passages, without discomfort in your care, then when curing the patient's bloated abdomen with three cauterizations: take iron from the hairpin, use a small piece for its temple as needed, and lime joints between two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply pressure with the hot cautery where the ill-conditioned parts are located; there it will only soothe when that sick area appears healthy again.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is that you apply the instrument for cauterizing directly on the tip of the sharp knife at the end of the extremity of the right hand, and in the temple; its length corresponds to the height of your arm, holding it inside until enough has been applied to burn out what was extracted from the bone hole.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is how it's done with a pointed cautery, and this form belongs specifically to the practitioner of cupping (chuan pao). Here they sit nowad0to perform their art.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	Mayhaps I subtly place that which has scarcely come upward, and remove from the body what is excessive growth.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Return care for the place where that which proceeds within it is being treated now.
Capitol .vii.	Capitol VII. (The "C" in Roman numerals represents four
De cauterizacio de apoplextia antiqua.	From ancient bleeding stop or cauterization of a hemorrhage: This line refers to an old medical technique used for controlling severe ble
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy (stroke or brain hemorrhage) is ancient and the remedies we have previously discussed do not apply to you as your physician does not believe there'thy fever, then four kinds of cauterizations are required: on all head skin; for treatment at ear level where applied before; in addition also when applying it to the back (occiput). Here comes a translation line by line from Latin-influenced medical treatise text into English with an understanding that some interpretive assumptions had to be made due to archaic terms:
E la manieyra del cauteri es fayta segon que es desus dit.	The translation of this medieval medical treatise line by line into English would be as follows:
