Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you wish, administer the same caustic that we have discussed in this chapter of thermal acid application using two lancets for better and more effective treatment.
Capitol .v.	The provided text is not in English but rather appears as though it could
De cauterisacio de las dolors de aurelhas.	Based on your request and the context of medieval medical treatises, which often used Latinized versions of contemporary languages interspersed with classical elements, here's
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the thorn there is pain caused by cold and damp conditions, which treatment you have described herein for dealing with it; such that no aggravation occurs. It's this cauterization using fire (the pointed cautery) whereby they apply a puncture to address these issues—this being the method mentioned in your text about treating pain from thorn pricks:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Here comes the first source sentence: Apply points at appropriate places, and carry it around in all parts of the body where there is pain—whether on any joint or within any swelling area—using fire as directed by our heating tool (like a rotary massager).
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Long enough is when you use the caustic for the headache'thy need just where it attempts to enter.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If all points on the entire limb are treated with caustic substances and care is taken for those places that have been cured,
Capitol .vi.	Given that there is no text provided for translation beyond "Capit
De cauterizacio de turtura.	The phrase in question, written as it appears from the context—"Cauterizacio de turtura.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Here is the translation line by line:  
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid using a specialized cautery for such dryness or due to nervous spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that particular type of torture and cleaning the area around joints and genitals without discomfort in your treatment, it is necessary to use three cauterizations: one with a golden hair needle (and likely refers to some form of heating tool), another using small touches from its temple, and finally holding together both lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply the pointed cautery on the contrary parts of the ill area, where only healing is seen thereafter.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	When performing cauterization, you apply the instrument at the tip of your finger on the top of the head'se crown and in the temple area; its length corresponds to that of the patient's body part being treated, ensuring that the amount used for cautery is appropriate based on the size of their skull bone.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is how the pointed cautery works and it belongs specifically to barber surgeons (barbers who also performed surgical procedures), which they present now.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	Even though one may have barely escaped, and there is a surplus of excessive flesh on them now; put under it something subtle to cover the exposed part.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the place where this water is currently proceeding inside it so that it may heal.
Capitol .vii.	Capitol VII. (The numbering typically indicates an issue or chapter within
De cauterizacio de apoplextia antiqua.	Caustic treatment of ancient apoplexy." Here, the text likely describes a historical medical practice where caustics—substances that cause
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and the remedy we have mentioned does not confer with your doctor or physician (medicine), who has no fever himself/herself, then you shall perform four caustics: on all of their head hairs; at their temple area where they wear a hat if present; around their forehead and also in the ears.
E la manieyra del cauteri es fayta segon que es desus dit.	The action of the cautery is said to be caused according to what has been previously stated.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has been cauterized on the stomach' extruding matter, and may now heal with the water you proceed to administer.
