Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you come, administer the same tool we have discussed in our meeting of acute inflammation treatment using two lancets for cauterization; this is considered better and even more effective therapy.
Capitol .v.	Capital punishment (as indicated by "Capitol") is referenced
De cauterisacio de las dolors de aurelhas.	For alleviating the pains of joints, specifically referring to curative measures for pain caused in areas like fingers or toes ("aurella" could refer here
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the finger there is pain due to cold and frostbite (implying that these are considered causes of joint or bone discomfort), it's addressed with treatments targeting the root cause as I mentioned earlier. It isn’t meant for mere temporary relief, but rather through specific cauterization methods—this is what has been discussed in terms of treatment here:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Return the points made with fire or cautery and carry it throughout the entire body area where there is pain, either by turning a wheel over this part as if you are stirring (perhaps implying movement of instruments), or within any section that may be experiencing discomfort.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Long enough is the time for handling the lancet, as you have been waiting at this place to try it out.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If all points made with the caustic on this entire limb are healed and carefully placed within those areas that have been cured, pay close attention to these locations for proper recovery.
Capitol .vi.	In this translation of an ancient medical text written in a mix between Latin,
De cauterizacio de turtura.	Of treating or applying cautery (a method used by medieval doctors to treat certain conditions). Here "Capit
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The one that is healed and of which we have spoken in the divisions of diseases; it's only spices brought through trade routes (flecmas), as stated by medical authorities concerning illnesses. Here, "Capitol .vi." likely refers to a specific section or chapter where this information about treating joint pain with cautery using imported spices is discussed in the broader context of medieval medicine and its understanding of different treatments for various conditions like gout
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid applying cautery with dryness or by causing nerve convulsions (an alternative method mentioned for treating certain conditions). Here, the treatment is being discussed in terms of avoiding specific complications that may arise from using heat-based methods like sponges soaked in
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you heal that particular remedy for treating joints and purging feverishness (referring to a treatment involving medicinal herbs), ensuring your own recovery is essential; hence, when cauterizing the swelling of an ulcer requires three types of caustic: crushed gold particles, small doses administered with restraint as if by templets [or mithridatics], and mixing together two mouthfuls' worth. Here "Quan" (When), indicating a time or circumstance for using the remedy; “tu curas” refers to your action of applying it, implying personal care in treatment during that period; "specia de turtura am jerras e capipurgi," which means this specific herbal cure used here is intended not just for joints but possibly also as a febrifuges or antipyretics (indicating its use might reduce fever); and the detailed instructions on preparation involving gold, restraint-like dosing with templets/mith
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And apply pressure with the heated lancet for the contrary parts of the diseased area, where relief is felt only in the healthy portion that appears to improve.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	Here comes the first source sentence to translate:
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is how the cautery works, and it belongs to the craft of cutting instruments; this form I present before you now.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May there be subtlety such that one who scarcely breathed in him/her; and cover the excessive body humors of a person with it too.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Return care for the area where the fluid is currently proceeding within it so that it may heal.
Capitol .vii.	Given that this is a medieval medical text with terminology influenced by Latin but also
De cauterizacio de apoplextia antiqua.	The provided line in the ancient hemorrhage treatment seems to be referring to an old method of cauterization used for treating bleeding within
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy (an ancient term for what we might now refer to as a hemorrhagic stroke or severe internal bleeding) is old-fthy and the remedy that you have at hand does not involve fever treatment, then do so with four cauterizations: over all parts of your head; in addition, perform them on the area around the temples where we mentioned it before. Also apply these treatments to areas associated with heat (as if there were a fever present), which could include localized swelling or inflammation that mimics febrile conditions without actual high temperature – perhaps relating to infection control rather than treating an authentic fever as might have been understood back then.
