Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If all points made with needles throughout the body are healed and these places cleaned up carefully, then tend to take care of them (the locations that have been cured).
Capitol .vi.	The text provided appears to be attempting an amalgamation of different
De cauterizacio de turtura.	Cauterization of bruise." The phrase suggests a medieval treatment method where heat (implied by "ca
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Cauterization of bruise and it is not only through spices that come by way of the veins but according to what we have said in divisions of diseases." In this line from a medieval medical treatise, there's an indication that cauterization (a practice used historically for wound healing) involves more than just using spices delivered through blood vessels. It references previously established principles or classifications regarding illnesses within the text — suggesting these
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoidance of cauterization using dried out herbs or due to muscle cramps." This line advises on when not to employ cautery, pointing toward specific conditions where such a treatment may be contraindicated — specifically for illness caused by de
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that herb of bruise and purgation without hindering your cautery treatment, make sure to take three cautions while performing the procedure on abdomen: one must use a golden lance (possibly for precision cutting), secondly apply small temples gently therein involved with spiritual aspects or ceremonial importance (implying an element of ritualism common in medieval medicine as well as mysticism and faith practices), third, your lips should kiss the region to convey healing intention." This line reflects a nuanced approach combining practical steps for applying cautery — likely referring herein not just to physical intervention but also invoking spiritual or emotional elements associated with treatment. The use of "golden lance" suggests precision and possibly sanctity in the act, while kissing indicates an intention-based aspect crucial to medieval healing practices beyond mere medical application.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	When you pause the pointed cautery for the contrary parts of the diseased area, there is relief only in the healed portion of that area.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	Here comes the first source sentence to translate:
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is how the cautery is formed and it pertains specifically to surgeons (cutelleries), which we now present herein.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	Mayhaps I placed a little under that which lacks, and removed from the excessively bulging one of it (the body part being referred to).
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	When he takes care of the place where that fluid proceeds inside for its cure,
Capitol .vii.	From what is provided in your text snippet for translation here's an interpretation of
De cauterizacio de apoplextia antiqua.	The phrase "de cauterizacio de apoplextia antiqua" refers to the treatment or procedure used historically (antiquated
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy (stroke) is outdated and the remedies we have mentioned apply only if your physician does not prescribe treatments for this condition when it isn's feverish, then perform these four types of cauterization: over all parts of their head; at points where there may be heat in that area (presumably suggesting areas around the skull or scalp); similarly as we have mentioned before; and also on the ears.
E la manieyra del cauteri es fayta segon que es desus dit.	The action of the cautery is said to be caused as described.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has been cauterized on the stomach'dictum, and is perhaps getting better because of what you are proceeding with now (the treatment).
Capitol .viii.	Capitol .viii. (The given text does not provide further context
De cauterizacio de obblivio fayta per flacma.	Caustic treatment of forgetful pains caused by coldness.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Cover when they are given in excess at dinner, large pills and medicines that purify the malady.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Return their head completely from undernethy and place your hand on the cradle of their chest, as described in the treatise of bandages.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	After some time has passed, that's when it starts being used for cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	When that liquid has been drawn out by him as per his order which he already stated.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	Therefore if it heals through those means; but if not, then there are three cauterizations in the lower part of his head, which come from the area above the nape towards the back of the neck.
