Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Cautery should not be applied to any area which ends up causing dryness or spasms of a nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure this particular area with the cautery, make sure to not interfere in any way during the procedure; after all, it is customary for doctors to perform three cuts: one to release the tendon of the ear, another on a small part near it and thirdly cutting through two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 After performing the three cuts to release the tendon of the ear (the first cut), you should pause for a moment and then proceed with a cautery on the opposite side of the patient's abdomen that will have a soothing effect only in bringing about health.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 The form of cautery should be such that you cauterize it with a cautery on the right side of the ear lobe and then slightly above its corner, after which another one is applied in the temple part, so that it extends for twice the length of the index finger; pause your hand after applying the third one to prevent burning.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 This is the shape of the cautery, which is special to the surgeon's art; its form is called mesa
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 And it should be noted that a small amount of excess fat can also be present in the area, which may cause discomfort.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 Then apply something to prevent it from coming out, so as to ensure its healthiness.
Capitol .vii.	 I'm sorry, but your previous response did not provide a translation for the text you asked me to translate. Is there anything else you need help with?
De cauterizacio de apoplextia antiqua.	 This is an ancient method of treatment used against epilepsy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When ancient epilepsy is cured and does not cause fever or disturb the patient in any way, then the doctors burn away all four corners of his head; and around the eye socket as well, just like they did say; and inside the brain cavity.
E la manieyra del cauteri es fayta segon que es desus dit.	 The manner of the cautery is done according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 Then it was cautorized over the stomach's mouth, and the rest of them; and now its treatment is complete.
Capitol .viii.	 I apologize for any inconvenience this may have caused you. Is there anything else that we can assist you with?
De cauterizacio de obblivio fayta per flacma.	 This ancient method is used in treating a condition called palsy, which causes muscle spasms.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 And when placed on the patient at first causing big and small cramps of the service member's legs.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 The servant approaches the head of the patient, placing a cushion on their chest, another on their legs, and one more over their hands, holding their hands.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 He pauses that which is to be cut, namely, cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do what I've already said.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 Then, if the pain is on that side of the head and not on the other, place three cauteries at the base of the skull, one above the eye, another below the chin.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 He pauses between each cautery and applies it where he has already applied it.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 If the patient is tolerant to it and the ailment is on this part of the body, apply the cautery there; but if you find more addition, cautorize over both testicles.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 He applies that where it hurts most, and secondly according to how he was given the order.
Capitol .ix.	 Chapter IX.
De cauterisacio de parazili e de mollificacio de tot le cors.	 Cautery on parasites and general soothing of all the body.
Cove que tu procesiscas en mondificacio del cap am jerras e am aquo que havem dit; e aprop ras le cap del malaute, e aprop cauteriza aquel am cauteri en le mieg loc del cap, e am cauteri sobre totz les corns del cap, e am cauteri sobre la deriera partida de lu, e am tres cauteris sobre les spondils del col.	 Do as you did in the soothing of the head and what we said earlier; approach the patient's head with a pointed cautery on his chest, apply another cautery above the testicles, one over the anus, three over the spine of the buttocks.
E si es necessari en la malautia de mollificacio del cors de trops aquel e les malautes tollerantz e la malautia es fort, lahoras cauteriza aquel am quatre cauteris sobre les spondils del dos, e dererament am cauteri entro que sia comborit de la codena mot de lu, e aleva la tieua ma.	 When a patient's body is affected by cold humors that infiltrate into each part of the body and also causes pain in their feet, it is customary to call this gout or rheumatism for doctors.
