Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 "If you find a wound in the area where the cautery was applied, and if that place is contaminated or infected, then apply another cautery.
Capitol .vi.	 "May it be well done
De cauterizacio de turtura.	 "The cauterization of the wound.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 "The treatment is only necessary for those cases where pain occurs from a specific reason as we mentioned earlier in the sections of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 The cauterization of that particular area is done when there's dryness or spasm of a nerve, because it was mentioned earlier in the section on diseases.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you treat that particular area of the wound make sure to also cleanse and disinfect your hands before starting treatment. Also keep in mind while treating, if necessary to cauterize another place near it as well, one will cauterize the area between two thighs (pubic area), a second one on the breastbone, or all three depending on what is needed.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 "Place your hand carefully away from the patient's body to avoid any harm.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 "The method of cauterization is to burn a small part of the tip of the ear, and also in another place on the temple; from which length it is second after the length of the thumb, and pause your hand from burning until enough of its surface has been burned off.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 "This is the way to perform a cautery, specifically for surgeons, and it is called 'mesa' in Spanish.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 "However, please remember that a small amount of excess fat should be removed beforehand.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 "Then return the intestine or hernia to its cavity and proceed as if nothing has happened.
Capitol .vii.	 I apologize for any inconvenience, but my knowledge of this specific medieval text is incomplete. Could you please provide more context or additional information about what this text refers to?
De cauterizacio de apoplextia antiqua.	 "The method of cauterization used in ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 "When ancient apoplexy is cured and the patient does not have fever, the doctors cauterize that part with four cauteries: on all the ears of his head; and also on the ear lobe; and also in the corner.
E la manieyra del cauteri es fayta segon que es desus dit.	 "The method of cautery is to be done second after that part has been mentioned.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 "Now the stomach has been cauterized, and there is another method to be applied; proceed as if nothing happened.
Capitol .viii.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors
De cauterizacio de obblivio fayta per flacma.	 Cautery to relieve pain.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 Insert the patient between two sheets of linen and apply hot towels, first covering their head with a large one, then gradually reducing the size as they are cooled down.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Place the patient's head on a flat surface, and put their hands under their chest to prevent it from moving around too much as described in the chapter on plastering.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 Remove those covered with gauze that are being used for cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 Do what I've already said.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 Do what is necessary for those who are sick; and if not, apply three hot cauteries at the bottom of their head starting from the top down to the back of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 Place between each cautery a towel soaked in vinegar and water as described earlier.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 Do what is necessary to improve tolerance and prevent further attacks: apply the cautery at the site of the attack if slight; but if greater addition occurs, apply it over two areas on each leg.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 Apply this between those who are sick and those that have had attacks: olive oil instead of water in the cautery as described earlier.
Capitol .ix.	 "A physician's duty arises when joint pain is caused by cold humors that infiltrate each part of the body, especially in the feet.
De cauterisacio de parazili e de mollificacio de tot le cors.	 "The cautery application across all over the body and its cooling effect.
