Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 Make sure you are applying the cautery to the right side of the joint very slowly and carefully, as mentioned earlier.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors
Capitol .vi.	 And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
De cauterizacio de turtura.	 Return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 You have already opened up space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Place your hand over the area to prevent the intestine from coming out.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure this hernia and prevent it from protruding or coming out of the body, and if there is no bleeding, then cauterize the patient with three cauteries: one to close off the opening of the cavity, another a small one for closing the thigh muscle, and the third to close both labia.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 Do not open the bowel or hernia until the opposite of bad luck occurs, as it is only beneficial in its occurrence.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 The way of cauterization is that you cauterize it with the cautery on the right side of the thigh slightly above the knee cap, and another one further up to its length which is second from the length of a finger's thumb, and do not burn too much or overcook it.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 This is the form of cautery, it's a specialty of phlebotomy, called mesentery.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 However, please note that the latter is one less compared to the former
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 Then treat this area as if it were about to become sick.
Capitol .vii.	 Chapter 7 of the Capitularies.
De cauterizacio de apoplextia antiqua.	 The cautery for an old stroke
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When an old stroke occurs and you do not confer the doctor's diagnosis or treatment plan to the patient who does not have a fever, doctors will cauterize four points on top of their head; and in the area below the scalp, as well as around it.
E la manieyra del cauteri es fayta segon que es desus dit.	 The cautery is done second after that is said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 Then it was cauterized on the stomach's mouth, and in the greater part of its surface; and place it over what is about to happen.
Capitol .viii.	 Chapter 8 of the Capitularies.
De cauterizacio de obblivio fayta per flacma.	 The cautery for the relief of a cramp.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 When giving to the patient first give them large and small pills that will relieve their stomach pain.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then treat the entire head of the patient, and place a bandage as described in the chapter on plastering.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 When the joint pain has been caused by cold humors that have infiltrated every part of the body, then pain occurs in the feet; it is customarily called gout by doctors.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 And if the bones are not damaged and otherwise, doctors will apply three needles in the back of the head to prevent it from coming out through the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 After each needle has been applied at its proper place, then proceed with the cautery as you have done so far.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 If you have added more to the patient and there is room for another cushion, then place a cushion on top of the two that are already there; if you need to put in even more cushions, doctor will apply the cautery over both buttocks.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 Proceed with caution and as usual in how it is being done so far.
Capitol .ix.	 And then comes the next sentence to translate.
De cauterisacio de parazili e de mollificacio de tot le cors.	 The application of cautery on hemorrhoids and the moisturizing of all parts of the body.
