Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure that specific treatment for tortures and bruises and guards, and does not interfere with your cure, the pain increases to three cauteries: the first is to burn a small part of the ear lobe, then a smaller one to place it on their temple, and thirdly put both hands together.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 Pause the three cauteries for the opposite of healing that is only in the part that is healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 The form of cautery is that you burn in the right side of the ear lobe gently on top of their forehead, and then over their temple as well, the length being second to the distance from your hand to your shoulder blade. And pause your thumb inside so it can be burned with a quantity equal to half of the area of the target spot on their chest.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 This is the form of cautery, and it's specific for cutting, known as mesa.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 When it comes to subtlety, I'm afraid that many people think similarly too much of a good thing is often just enough
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 Do you mean "it is advisable to have the area cleaned thoroughly before it can be treated"?
Capitol .vii.	 Are you asking for a translation of a specific Latin phrase?
De cauterizacio de apoplextia antiqua.	 This translates to "ancient cautery.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When ancient apoplexy occurs and the physician cannot find its cause or origin, then cautery is used to treat it: all over the head of the patient; and on the forehead and temple areas as well, just like what has been said before; and on the neck area.
E la manieyra del cauteri es fayta segon que es desus dit.	 The servant who performs the cautery is instructed to do so second after it has been explained to them.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 The cautery was applied over the stomach mouth; and now they say; and so that treatment proceeds.
Capitol .viii.	 Are you asking for a translation of another Latin phrase?
De cauterizacio de obblivio fayta per flacma.	 This translates to "cautery for palsy.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 When you visit a patient, first give them large pills and gradually decrease the dosage of the medication.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then return to the top of the patient, place your hand over their chest and describe in detail how you will perform it according to the treatise on ulcers.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 And pause that which has been heated with cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And after saying the first thing I said earlier.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 And if for those people it is true, and otherwise the doctor will prescribe three ointments to be applied in the last part of their head towards the front side of the forehead down to the back part below the chin.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 And pause between each cautery application and apply the one that has been done.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 If you are adding more salt to the water, put the cautery on it instead of using your hands; and if there is even greater swelling, the doctor will use two cauteries together.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 And after doing that which was good, apply another cautery similarly in shape given.
Capitol .ix.	 9
De cauterisacio de parazili e de mollificacio de tot le cors.	 Cauterization of parasites and total mollification of the body.
Cove que tu procesiscas en mondificacio del cap am jerras e am aquo que havem dit; e aprop ras le cap del malaute, e aprop cauteriza aquel am cauteri en le mieg loc del cap, e am cauteri sobre totz les corns del cap, e am cauteri sobre la deriera partida de lu, e am tres cauteris sobre les spondils del col.	 That which you had to do regarding mollification of the head and what was previously mentioned; apply a cautery on the patient's forehead, and place another one on the back part of his head, and apply three cauteries on the spine from below up towards above, also on the buttocks.
E si es necessari en la malautia de mollificacio del cors de trops aquel e les malautes tollerantz e la malautia es fort, lahoras cauteriza aquel am quatre cauteris sobre les spondils del dos, e dererament am cauteri entro que sia comborit de la codena mot de lu, e aleva la tieua ma.	 And if necessary in the case of multiple moles and a very severe condition, the doctor will burn off four moles on the back with cautery, also burn into that which is burning from below towards above, using only one cauterizing tool.
E aprop cura aquel entro que sia sanat, e aquest sia cauteri olivar.	 When healing begins, it should begin with a cure for gout.
Capitol .x.	 The text appears to be a medieval medical treatise discussing various ailments and their treatments, including gout. It seems like the original Latin is not grammatically perfect but has some similarities to other Romance languages such as Italian, Spanish, and French.
De cauterisacio de epilemcia.	 Cautery incision for epilepsy.
No es cauterizat le epilemtic sino aquella epilemcia es per flecma.	 It is not cauterization of epilepsy, but rather epilepsy itself must be treated as a separate matter.
E donc cove que mondifiques le cervel de lu al comensament de lu am yeras e am l’autra curacio la qual havem dicta en la divisio quan le malaute es gran e es tollerant la exceperacio de las medicinas.	 And you should also give the brain a treatment in addition to treating the other organs, as mentioned earlier when discussing the importance of treating large tumors and their tolerance for medicine.
