Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 The tourniquet used for this purpose is the same as that which prevents bleeding in the sections of ailments mentioned earlier.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Use a tourniquet to control any swelling or spasms of nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When treating that particular area of the tourniquet, you must twist and tighten it until a constriction is felt, then release your pressure gradually to avoid any discomfort in doing so.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 Pause the tourniquet for fear of causing further harm; relief is only found during a period when bleeding has stopped.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 The form of tourniquet application is to apply it high up on the affected area below the ear and slightly over the shoulder; then higher still, with its length being equal to or greater than that of a finger's span, pausing the pressure until bleeding stops completely.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 This is a specific form of cautery, known as the surgeon's operation
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 However, it should be noted that this particular form has its own subtleties; and if too much of the superfluous grease is added to it, a little may come out with it
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 And then place your hand in such a way that it will not be injured inside
Capitol .vii.	 The seventh
De cauterizacio de apoplextia antiqua.	 Antico form of cautery for apoplexy
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is ancient and does not give fever to the patient, doctors make four incisions: on top of the head; at the back of the head as well; and in the lower part of the body.
E la manieyra del cauteri es fayta segon que es desus dit.	 The manner or form of cautery is to be done as described.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 And then it has been cauterized over the stomach's mouth; and afterwards, it is said to have cured itself.
Capitol .viii.	 The eighth.
De cauterizacio de obblivio fayta per flacma.	 Cautery for effusion or effusion of fatness.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 And that the servant should give to the patient large and little pills, with a strong bitter potion, at the beginning of their treatment.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then place your hand all over the patient and pause at each part as described in the treatise on plastering.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 When you have inserted a cushion between the patient's thighs, place another servant on their legs, still another on their chest, while holding both hands
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do as I said before.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 And if the illness is in their head, then put three servants on top of it; but if not, place them at the bottom of the buttocks and insert into the anus.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 Pause between each servant and put your attention on it, then proceed with treating that one as instructed.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 If you find it necessary to include a servant and the patient is here present, place them at their side; but if you have more servants, then treat that one as well on both sides of the buttocks.
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 Proceed to treating it in accordance with its type and how the servants were placed
Capitol .ix.	 Here is the final sentence of your medieval medical treatise: do not forget that every patient's condition can be different, so consult a physician for proper diagnosis and treatment.
De cauterisacio de parazili e de mollificacio de tot le cors.	 The last line translates to: "The care and healing of the whole body.
Cove que tu procesiscas en mondificacio del cap am jerras e am aquo que havem dit; e aprop ras le cap del malaute, e aprop cauteriza aquel am cauteri en le mieg loc del cap, e am cauteri sobre totz les corns del cap, e am cauteri sobre la deriera partida de lu, e am tres cauteris sobre les spondils del col.	 Proceed to care for the head and neck as you've said; place a servant on top of it, put another one in front at its side, treat all servants on both sides of the buttocks, another one on the bottom part of their body, three on each shoulder blade.
E si es necessari en la malautia de mollificacio del cors de trops aquel e les malautes tollerantz e la malautia es fort, lahoras cauteriza aquel am quatre cauteris sobre les spondils del dos, e dererament am cauteri entro que sia comborit de la codena mot de lu, e aleva la tieua ma.	 When joint pain is caused by cold humors that infiltrate each part of the body and pain occurs in the feet, it is customarily called gout by doctors
