Ayssi comensan las paraulas de Albucasim .	The patient's doctor begins to speak.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see, administer the cautery which we have mentioned in the chapter of arterial stricture with two needles, and it is better to perform this cautery than others.
Capitol .v.	Capital section begins.
De cauterisacio de las dolors de aurelhas.	Treatment of gout in the joints.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from cold and it is treated by removing the causing factors and the other cure which I mentioned in division, and it is not relieved from pain, then apply heat to the cauterization, and this is the one that has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And apply points in the beginning, and let it be carried out to the entire ear area, as if a wheel were turned around, or in the circuit of any other areas where pain is present.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cauterization along the ridge of the ear, slowly and gradually as you have sensation at the location where it has been applied.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cauterization is applied to ten points all over the ear, and those areas, then place treatment in the inner places so that they may be healed.
Capitol .vi.	End of book VI.
De cauterizacio de turtura.	Treatment of a hernia.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A hernia which is cured with cauterization is only of those kinds that flow through phlegm, as said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Aversion or avoidance of cauterization of a specific kind that causes dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of sore or boil and crack, and you don't cure your patient, then cover the mouth with three cauterizations: one from the ear (presumably a reference to earwax or auricular wax), another from a small piece of skin, and the third from the conjunction of two labia (likely referring to the labia majora).
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the cautery for the opposite of the beginning illness, because softening is seen only in the place where it begins to heal.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize it by applying the cautery in the third part of the ear's extremity, and covering a small piece on top of the head, and in the temple another, with the length of which corresponds to the length of the said foot, and then placing your hand with the cautery until it is burned through half the quantity of the specified cord of codena.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cautery, and it's a specific type of knife, with the shape of which is inverted.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: But however, this is a more subtle matter than that, for it will appear only slightly; and one must cover up the excess growth.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: And cure the place with what is located inside, before it proceeds to cause sickness.
Capitol .vii.	The text means: Chapter VII.
De cauterizacio de apoplextia antiqua.	The text means: On the cautery for ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	The text means: When apoplexy is old and its cure has been discussed, but if you do not apply your medicine to the patient, and there is no fever in the illness, then perform four cauteries on that place as we have said before; and cauterize over all the ears of his head; and cauterize again at the middle of his head, just as we have said; and cauterize in the temples.
E la manieyra del cauteri es fayta segon que es desus dit.	The text means: And the manner of the cautery is done as has been said before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	The text means: And it has already been cauterized over the opening of the stomach; and this is done last, and place it in such a way that it proceeds.
Capitol .viii.	The first line of the text translates to:
De cauterizacio de obblivio fayta per flacma.	Treatment for forgetfulness done by coldness.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Send some pills or large doses to the patient at the beginning of the illness.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And place the head on the entire body of the patient and fasten him with straps from the center described in the treatise on bandages.
