Ayssi comensan las paraulas de Albucasim .	Assistance begins as Albucasis.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	If you see this illness which does not supply the cauterization and often the patient's body is bearable, then cauterize that in the middle of the head as we have recounted, and cure the wound before it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see it, administer the cauterization which we have said in the chapter of artery closure with two cups, and it is better than the cauterization for this condition.
Capitol .v.	A medical treatise from a medieval time period.
De cauterisacio de las dolors de aurelhas.	Treatment of arm joint pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the arm you feel pain due to pressure and it is cured by removing lactative causes and by another cure which I have mentioned earlier on division, and the pain does not return, as soon as the cautery is applied, and this is the one that has a name "point", from which comes this form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And the point is applied in the center, and it is moved to the outer environment of the entire arm as if a wheel were rotated, or in the circumference of whichever part since the pain is in which part.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along the tendon of the arm, applying the cautery from top to bottom, little by little until you feel the location with tenderness.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery is applied to ten points in the entire arm, and that one, then place the cure in the locations between where they will heal.
Capitol .vi.	The end.
De cauterizacio de turtura.	Treatment of sprain.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Sprain which is cured by cautery is only of the types that run through with bloody flux, as has been said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the kind that causes dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of wound with lacerations and swellings and growths, and do not cover up your treatment, it is customary to perform three cauteries: the first from the ear's root, the second from a small part of the patient's temple, and the third from the conjunction of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the cautery according to the symptoms of the departure illness, because softening is only seen in the area that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cautery is that you make the cautery at the base of the ear's extremity above and a small covering over the eyebrow, and in the temple another, the length of which follows the length of the foot, and after placing your hand with cauteri until it burns off half the quantity of the specified cord's substance.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of cautery and it is a type of cutting instrument, its shape being like a knife, which is held in hand.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: However, it is a more subtle issue that has only recently manifested itself; and observe how closely it resembles the appearance of a small boil.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: And treat the place with that which is proceeding to develop, before it becomes sick.
Capitol .vii.	The text means: Capital VII.
De cauterizacio de apoplextia antiqua.	The text means: On the cautery for old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	The text means: When apoplexy is old and treated in the way that has been said, and you do not administer your own medicine because the patient does not have fever, then cauterize that area with four cauteris: on all the ears of his head; and one cauteri near each temple, as we have said; and one cauteri on the crown of the head.
E la manieyra del cauteri es fayta segon que es desus dit.	The text means: And the manner of cauterizing is done as has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	The text means: And already the cauterization is done on the mouth of the stomach, and it is more later; and treat it with that which proceeds.
Capitol .viii.	Chapter VIII begins
De cauterizacio de obblivio fayta per flacma.	About the cautery for forgetfulness caused by weakness.
