Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
Capitol .v.	A medical treatise from a medieval era.
De cauterisacio de las dolors de aurelhas.	Treatment of auricular pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is cured of its causes I mentioned in the division, and the pain is not relieved, then apply heat to the cauterized area, for this is the one called "point" which has this form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point in the beginning and direct it to the outside of the entire ear, as if turning a wheel or moving around any part where pain is felt.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cauterized point on the root of the ear little by little until you have felt the location it is touching.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the point is applied at the ear for ten points throughout the entire ear, and where that is, apply cure to those areas until they are healed.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	Treatment of a tumor with cauterization.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is cured with cauterization is only of the kind that flows through phlegm, as stated in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	The text means: Avoid cautery of that sort which is done by dryness or by spasms of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you heal that type of wound with scratches and cupping and cauterization, and if you don't relieve your cure, then be aware that you cautering the boils are three: the first is by the power of the eyebrow, the second is by a small dressing on his temple, and the third is by the conjunction of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the cautery on the contrary of the departure of the illness, for mollification is not seen but in the part that appears to heal.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cauterize him with the cautery in the three parts of the extremity of the eyebrow, plus a small cover on the horn of the head, and in the temple another, whose length is according to the length of the said foot, and after placing your hand with cautery until it is burned off the quantity of the middle part of the species of the codena.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it's a species of cutting, whose form is in front (or anterior), face to face.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	It seems to be saying that "it's even more subtle" when someone has a small amount of swelling, and it covers up the appearance of excessive thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure that location, once the process is proceeding inside where it is healing.
Capitol .vii.	Section VII.
De cauterizacio de apoplextia antiqua.	On the cautery for old cerebral hemorrhage.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When old apoplexy is cured and following what has been said, do not interfere with my treatment unless the patient does not have fever, then perform four cauterizations: on all of its ears; and on each cauterization and in the middle of the head, as we have said; and also on the tongue.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of applying the cautery is done as has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the opening of the stomach, and this is done later, and so apply the treatment that proceeds.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the cautery for paralysis caused by inflammation.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	They should be given to the sick at the beginning, large pills and pills that serve to cleanse the world.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And now, cover the head of the sick person completely, and place your hand on the center described in the treatise on plastering.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And pause that method some times, because it is a way of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	Do this accordingly as I have said to you before.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	Therefore, if it is good for the patient to be cured with those medicines; and if not, do three cauterizations in the lower part of their head, which are descending from the uppermost part of the head down to the lowest point of the neck.
