Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this illness does not require such a cautery and sees the body of the sick person tolerable, then cautery him at the middle part of the head just as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery which we have spoken of in the chapter on the treatment of arrow wounds with two cauters, and it is more beneficial to perform this cautery than another.
Capitol .v.	The beginning of the treatise.
De cauterisacio de las dolors de aurelhas.	Remedies for shoulder pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the shoulder there is pain due to cold and it is cured by means of laxative causes and another remedy which I have explained in the division, and the pain does not subside, then apply heat to the cauterization, for it is this which has no point, from which this comes:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place points in the heat, and it be carried to the entire surface of the shoulder, like a wheel is rolled around, or in the circle of each joint if the pain is in any one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cauterization of the shoulder joint little by little, as you have felt the pain is located.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cauterization of ten points is placed all over the shoulder, and as those, apply cure to the inside where they are healing.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	Remedies for a sprain.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A sprain which is cured with cauterization is only of the species that flow through phlegm, as has been said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoids cauterization of the type used for drying or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of burn with scar tissue, skin lesions and ulcers, but do not apply your treatment, then cover the patient with three cauterizations: the first is the razor's edge of the ear, and second a small amount from his temple, and third is the connection of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the treatment for three days in the opposite direction of the patient's sickness, because softening appears only in the beginning that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize it with the cauteri in the third part of the extremity of the ear, above the small over the corn of the head, and in the temple, another lengthwise, whose length is according to the length of the said foot, and then place your hand on the cauteri until the quantity of the middle of the specified type of cord is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauteri, and it is a special type of cutlass, whose shape is like an anvil.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: However, there is subtlety in that it is a little easier to see when one has been cut recently; and it is clear where the wound is because of excessive swelling.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: Let's treat the area where it is located, in front of the process that occurs inside, until healing.
Capitol .vii.	The text does not seem to be a translation, but rather appears to be a title or chapter heading. Without more context, it's difficult to provide a meaningful translation.
De cauterizacio de apoplextia antiqua.	The text means: On the cautery of old stroke or cerebral hemorrhage.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	The text means: When an apoplexy is old and you cure that area with the treatment we have discussed, but do not rely on your own medicine, and the patient does not have fever, then cauterize it with four cauterizations: over all of his hair on his head; and cauterized at each ear, as has been said; and also in the nostril.
E la manieyra del cauteri es fayta segon que es desus dit.	The text means: And the way of the cautery is done as has been said before.
