Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	If you see this sickness often, and it does not come the cauterized tool, and if the body of the sick person is tolerable, then cauterize that in the middle of the head as we have recounted, and cure the wound before it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see, administer the cauterized tool which we have said in the capital of archery stricture with two candelabras, and it is better to cauterization this one and more confirmed.
Capitol .v.	Capital I
De cauterisacio de las dolors de aurelhas.	On the cauterization of armpit pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the armpit there is pain due to frost and it is cured with laxative causes and with another cure which I have said in the division, and the pain does not return, then applies the cauterized tool, and this one has no point, from which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Appropriate puncturing to the beginning, and it should be directed towards the center of all the affected areas, like a wheel is turned, or in any other circular route where the pain is located.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cautery to the root of the affected area, little by little, and as you go, try to see if it has touched the painful spot.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery points are in all the affected areas, and that one, then place treatment on the inside of those areas until they heal.
Capitol .vi.	It seems like this is a page break or a chapter divider, as it's marked "Capitol .vi." without any clear translation.
De cauterizacio de turtura.	Of the cautery for warts.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Warts which are cured with cautery are not other than those species that run by flecma, as has been said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery for the species that endures by drying or by spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of wart, there are jaras and capipurgi and guarguarismes, and you do not confer on your cure, as long as you cautery the sick with three cauteries: one at the root of the affected area, and another according to the saying of a little Templar, and the third on the conjunction of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the cautery in the direction of the departure of the disease, because softening is seen only at the point that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cautery is that you cauterize it on the arm, above the elbow, and apply a small amount over the corn of the head, and in the temple another, with the length of which is equal to the length of the said foot, and then place your hand with the cautery inside until the quantity of the middle part of the cord is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a special type of cutlery, with a shape that is like a knife, facing downwards.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however, it is even more subtle that a little of the flesh has been cut out, and it covers where there was some excess fat.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And treat the place with that which is produced after procedure, until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the cautery of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is an old disease and you treat that as well with what they have said and do not trust your medicine, and the patient does not have fever, then cauterize that area four times: on all parts of their head; and cauterize and the middle place of their head, just like what has been said; and cauterize in the ear.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of the cauterization is done as it has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is cauterized over the mouth of the stomach, and it is more posterior; and place care in that area so that you proceed.
Capitol .viii.	Capítulo VIII.
De cauterizacio de obblivio fayta per flacma.	On the cautery for forgetfulness done by flatulence.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Which are given to the sick in the beginning, large pills and small pills that serve as medicine.
