Ayssi comensan las paraulas de Albucasim .	A cure begins with the words of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see, administer the cautery which we have said in the chapter of the artery's stricture with two cauteri, and it is better to perform this cautery than any other.
Capitol .v.	The first line translates to:
De cauterisacio de las dolors de aurelhas.	Treatment of pain from joint inflammation.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When the ear feels pain from friction and is cured of acidic causes and other curing as I mentioned in division, and the pain does not subside, often inflaming the cautery, this is the one that has no point, of which it is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point in the ignition, and it is moved to the exterior of the whole ear, as if a wheel were rotated, or in the circuit of each one, if the pain is in any.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cautery of the ear's root little by little, until you have felt the spot where it has touched.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery has ten points in all of the ear and touches those places, and brings cure to the inside areas where they are healed.
Capitol .vi.	End of chapter VI.
De cauterizacio de turtura.	Treatment of a cut from the cautery.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A cut which is cured with cautery is only of the kinds that run by phlegm, according to what has been said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoids cauterization of the specific species that is driven by dehydration or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you heal that species of wound with stitches and ointments and treatments for various ulcers, and you do not apply your treatment, then cover the patient because you cauterize the sores three times: the first is the root of the ear, and the second is a small piece from its temple, and the third is the connection of two labia.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery according to the opposite direction of the departure sickness, because softening is seen only in the part that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it at the threefold direction of the extremity of the ear, above a small over the corn of the head, and in the temple another, the length of which is equal to the length of the said foot, and then place your hand with cautery until the quantity of the middle part of the specified species of cord is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is of the kind of scimitar, which has an upward edge.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: However, it is even more subtle than that. And notice how a little goes a long way; and consider the great thickness of the skin over this area very little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: And treat the place where there is a process going on, before it heals.
Capitol .vii.	There seems to be no translation for this line as it appears to be a heading or title ("Capitol.vii.") rather than a sentence.
De cauterizacio de apoplextia antiqua.	The text means: On the cautery for old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	The text means: When apoplexy is old and has been treated as described, but does not confer with your medicine if there is no fever in the patient, then do this four cauteries: on all the hairs of his head; and a cautery to the middle of his head, just as we have said; and a cautery on the ear.
E la manieyra del cauteri es fayta segon que es desus dit.	The text means: And the way of applying the cautery is done as has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	The text means: And it has been cautered over the mouth of the stomach; and this is later. And place treatment on it as it proceeds.
Capitol .viii.	Book VIII, Chapter 1.
De cauterizacio de obblivio fayta per flacma.	Treatment for forgetfulness done by cold methods.
