Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you see, administer the cautery which we have said in the chapter of the stricture of the artery with two cauteries, and it is better than this cautery.
Capitol .v.	Capitol.
De cauterisacio de las dolors de aurelhas.	On the cautery of joint pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the joint there is pain due to friction and it is cured with lactic causes and with another cure which I have said in the division, and not repeated the pain, then apply the cautery, for this one has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Place the point at the beginning and lead it to the surrounding area, as if the aura were rotating in a circle, or in the circuit of any shoulder where pain is occurring.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cautery of the razor edge of the aura little by little, until you have touched the painful location.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery touches all points on the entire aura, and those places, then apply treatment to the inner locations until they are healed.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the treatment of a boil.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A boil that is healed with cautery is not but of the kind of species that flow through phlegm, as they have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the kind that is driven by dryness or by spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that kind of boil with jarring and capipurgi and guarguarismes, and not cover your treatment, how much more so if you cautery the malady with three cauteries: the first from the razor edge of the aura, and the second as a small dressing according to the Templar's rule, and the third from the union of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	The text means: And pause your pointed cautery on the contrary side of the painful part, because softening is seen only in the beginning that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The text means: And the form of cautery is that you cautery on that arm with the pointed instrument in the direction of the extremity of the higher ear, and place a small amount above the corn of the head, and another one in the temple, whose length be equal to the length of the said foot, and deposit your hand with the cautery until it is burned off half the size of the specified spot on the cord.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	The text means: And this is the form of cautery, and it is a type of cutlery, which is held in front of you.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: But moreover, because it is subtle, that thing has a small amount of ash; and it covers the place with a little excess of grease.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: And cure the place with that which is under process, until it is healed.
Capitol .vii.	It seems like a chapter heading or a section break. There doesn't appear to be any translation for this one.
De cauterizacio de apoplextia antiqua.	Treatment for ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and has been treated as such with the methods that have been said, and does not bring on fever in the patient, then cauterize it with four cauteries: over all of its ears and head; and a cauterized spot and the middle location of its head, just as we have said; and another cauterization in its temple.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of cautery is performed as has been said before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is also cauterized on the mouth of the stomach, and this one is done later, and let him cure what proceeds.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the cautery for forgetfulness caused by weakness.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	That those who are given to the patient in the beginning are large pills and pills that seem like bread.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And put the head of the patient on the ground and place your hand over its temple, where the center is described in the book about plasters.
