Ayssi comensan las paraulas de Albucasim .	Assistance begins with the words of Albucasim.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery which we have said in the chapter on stricture of an artery with two needles, and it is better to perform this cautery than another.
Capitol .v.	The text appears to be a title or heading in Latin-like language.
De cauterisacio de las dolors de aurelhas.	Treatment of pain in arthritic joints.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and frostbite, it is treated with antacid remedies and another treatment which I mentioned in division, and the pain does not subside, unless ignited by cauterization, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And the point is applied to ignite it, and then it is moved around the entire ear, like a wheel rotated, or in any other location where pain is present.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cauterization of the ear's root, little by little, until you see blood at the site where it touches.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cauterization of ten points in the entire ear, and those areas, are applied, then treat the places between them until they are healed.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the treatment of a boil.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A boil that is treated with cauterization is only from the kinds of things that bring on flux, according to what has been said in the divisions about diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoids cauterization of the kind that is needed for dryness or for spasms of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that kind of wound with jars and poultices and ointments, and don't provide a remedy for your treatment, if the patient gets infected by three cauterizations: one is the result of a burn on the ear, another is done with a small piece of leather (temporal), and the third is the connection of two labia.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the treatment on its opposites, for if there is no healing in the part that was injured.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is that you cauterize it with the same burn as on the ear's tip, above the crown of the head, and in the temple another, with a length equal to the digit's length, and placing your hand on the cauterized area until it burns off half the thickness of the specified code.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the shape of the cauterization tool, and it's a type of scalpel, with a blade-like shape.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	The text means: However, it is more subtle that one sees at first; and perhaps what touches in the swollen area is not very much.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	The text means: And cure the place at which this process takes place, so that health is achieved.
Capitol .vii.	The text means: Chapter VII.
De cauterizacio de apoplextia antiqua.	The text means: On the cautery for old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	The text means: When apoplexy is old and you cure it with what has been said, but do not apply your medicine to the sick person unless they have no fever, then perform four cauteries: on all the ears of his head; and cauteries, one in the middle of the head, as we have said; and one in the groin.
E la manieyra del cauteri es fayta segon que es desus dit.	The text means: And the manner of applying the cautery is done as has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	The text means: And it is also cauterized over the opening of the stomach; and this comes later, so cure it with what has been said.
Capitol .viii.	The text means: Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	A treatment for forgetfulness through cauterization by flaccidness.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Send large pills and pellets to the patient at the beginning of the illness.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And place the head from top to bottom of the patient and pause on the center of the ear described in the treatise on dressings.
