Ayssi comensan las paraulas de Albucasim .	Assassin's words begin.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the armpit there is pain from frost and it is cured by lactic causes and by another cure which I have mentioned in the division, and the pain does not return, then apply cauterization, and this is that without a point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Make points carefully in the beginning, and be led to the outside of the entire affected area with a circular motion or in the circumference of any point where the pain is felt.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cautery of the rash on the arm little by little, and pause a moment when you feel the heat at that place.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery is applied to several points on the entire arm, and that area, then close the wounds before they heal.
Capitol .vi.	End of chapter VI.
De cauterizacio de turtura.	On the cautering of a boil.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A boil that is healed and treated with cautery is nothing but the kinds of substances that flow through phlegm, as they have said in the divisions of the diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the kind that tends to dry out or causes spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of boil with jArs and capipurgi and guarguarismes, and do not offer comfort to your treatment, if you cautery the patient's illness three times: the first is the rash of the arm, and the second according to a small dose of their Templar, and the third you cautery the connection of two labies.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause the pointed cautery in the opposite direction of the painful departure, because only softening is seen in the beginning that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cautery is that you cauterize the affected area with the cautery on the upper part of the ear, placing a small cloth over the corn of the head, and in the temple another, the length of which should be equal to the length of the said foot, and then place your hand with the cautery until it is burned off the middle portion of the specified amount of cord or string.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the form of the cautery, and it is a special kind of cutter, whose shape is downward-facing.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But even more so, for that a small amount of the cutting instrument is enough; and it covers where there is excessive roughness in place.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And cure the place with that which is located beneath the procedure, until it heals.
Capitol .vii.	There seems to be a break in the text. Would you like to continue with another part?
De cauterizacio de apoplextia antiqua.	On the cautery for ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and has been cured with what has been said, and you do not trust your medication and the patient does not have fever, then always cauterize that person four times: on all of their head's ears; and on the cauterized place in their head, as we have said; and on the cauterized part of their toe.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of cauterizing is done as has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is also cauterized at the mouth of the stomach; and this is later, and return to that person what has been done.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the cauterization of obstipation caused by flatulence.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	That which is given to the patient at the beginning of the illness are large and small pills, meant to cleanse the stomach.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And return to the head of the patient, and place your hand on the toe of the foot, from the center described in the treatise on bandages.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And place that area occasionally, which is a way of cauterizing.
E fay aquo segon aquel meteys orde le qual ja he dit.	This happens according to the doctors' order that I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	Therefore if it heals with those treatments, and not at all, then do three cauterizations on the backside of his head, which are descending from the highest part of the head to the lowest part of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Pause between each cauterization the swelling of the finger, and apply the cauterized area again, as it is done subsequently.
