Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this illness which does not bring relief to the cauterized area and often the patient's condition is tolerable, then cauterize that one in the middle of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cauter that we have mentioned in the chapter on bow-string wounds with two candles, it is better to cauterize this than to apply ointment.
Capitol .v.	Book of Remedies
De cauterisacio de las dolors de aurelhas.	Treatment for head pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the head there is pain due to pressure and it is cured with laxative causes and with another cure which I have said in division, and pain does not subside, then apply heat to the cauteri, and this is the one that has no point, from which this comes:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place points next to the heat, and send them outside all of the head as if it were a wheel turned around, or in any circuit where pain is present.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Apply the cauteri from the root of the head little by little, as if you had poured hot oil on the location where you are trying to find.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cauteri is applied to ten points all over the head, and those too, then apply the cure on the inside areas where they should be healed.
Capitol .vi.	End of Book VI.
De cauterizacio de turtura.	Treatment for a wound or cut.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A wound that is cured with cauterization is only of the kinds that have come through bloody flux, according to what has been said in the divisions about diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	It's caused by a cauterization of that type due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that type of wound with arrow wounds and capillary and garguarismes, and don't apply your treatment, then cover that you cauterize the ulcer with three cauteris: the first is the size of an earlobe, the second a small portion like one's temple, and the third is the union of two labias.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterization in the contrary of the departing illness, because softening appears only in the part that heals.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is that you cauterize it with the cauterized point on the outer edge of the earlobe, plus a small amount over the crown of the head, and in the temple another, whose length is according to the length of the diseased foot, and then place your hand over the cauterized area until the quantity of the middle part of the corded substance is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterized point and it's that of the cutlery, its form being turned downwards.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	It seems to be a medical text describing gout. 
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And now take care of the place you have already seen, so that it proceeds to heal before it is healed.
Capitol .vii.	The seventh chapter.
De cauterizacio de apoplextia antiqua.	On the cautery for old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and has been treated with what we have said and does not confer the treatment because there is no fever, then, as often done, cautery that place four times: on all the hairs of his head; and a cauter over each spot in the middle of the head, just as we have said; and a cauter on the temple.
E la manieyra del cauteri es fayta segon que es desus dit.	And the way of applying the cautery is done according to what has been said before.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And already the cautery is applied to the opening of the stomach, and it is done later; and after that, take care of it so that it heals.
Capitol .viii.	The eighth chapter.
De cauterizacio de obblivio fayta per flacma.	On the cautery for melancholy caused by fainting.
