Ayssi comensan las paraulas de Albucasim .	 This appears to be a statement that begins with "Thus begin the words of Al-Bukhari.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	 And if this method of treatment with the cautery is not sufficient and the patient's condition is tolerable, cauterize in the middle of the head as we have described, and care for the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	 And if you prefer, administer the cautery that we mentioned in the chapter on arrow wounds with two-edged cauteries, and this is a better and more effective cauterization.
Capitol .v.	 Chapter V
De cauterisacio de las dolors de aurelhas.	 On the cauterization of ear pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	 When ear pain occurs due to cold and is not relieved by laxative treatments or other cures mentioned in the division, then apply a pointed cautery, and this is called a 'puncture'. The form of this is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	 And then puncture near the inflammation, and lead it around the entire ear as if on a wheel, or in the circumference of each example if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 And go along with the cautery tip towards the rim of the ear little by little, after you have marked the spot with ink.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 And if the cautery point is made in all of the ear, and this happens, then cure the places within so that they may be healed.
Capitol .vi.	 Chapter VI
De cauterizacio de turtura.	 On the Cauterization of the Turtle Dove
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 The turtledove, which is treated with cautionery, is not anything other than the species that come through phlegm, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Avoid cauterization for the species that comes from dryness or from a spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure that species of turtledove with cups and cupping glasses and gargles, and your cure does not improve, then it is necessary for you to cauterize the patient with three cauteries: one on the rim of the ear, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 And place your cautery opposite the affected area, for softening will only occur in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 And the method of cauterization is to cauterize with the cautery on the right side at the end of the earlobe, a little above the corner of the head, and in the temple another, the length of which should be according to the length of this finger, and you must place your hand with the cautery until half of the volume of the vein is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 And this is the form of the cautery, and it is made from the blacksmith's tool, the shape of which is shown in front of you.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 However, it should be more refined than this one; and it is necessary to remove a little of its excess thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 And then care for the place with water that has been processed beforehand, until it heals.
Capitol .vii.	 Chapter VII
De cauterizacio de apoplextia antiqua.	 On cauterizing old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is old and you treat it with the water we mentioned, and the patient does not have a fever, then cauterize them with four cauteries: on all the corners of their head; and with a cautery in the middle of the head, as we have said; and with a cautery in the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	 The manner of using the cautery is done as mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 And already it has been cauterized on the opening of the stomach; and it is still worse; so quickly it should be treated with water that comes out.
Capitol .viii.	 Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	 On cauterization for forgetfulness caused by heat.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 Give the patient large cups and pills to serve as cleansing agents at the beginning.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then shave all of the patient's head and place on their nape an emplaster of wax, as described in the treatise on emplasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 And do this several times, because that is the manner of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do this according to the aforementioned order which I have already mentioned.
