Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	 And then pierce near the inflamed area, and lead around all of the auricle like a wheel turning, or around each specific point if the pain is in that particular area.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 And then approach with the cautery along the ridge of the auricle, little by little more until you have found the spot with your finger.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 And if the cautery of these points is done all over the auricle, and if it is like that, then cure the areas until they are healed.
Capitol .vi.	 Chapter VI
De cauterizacio de turtura.	 On the Cauterization of Turtle Dove
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 The turtledove that is cured by cauterization is only from the species that come through phlegm, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Avoid cauterization for the species that comes from dryness or from a spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure this species of turtle dove with herbs, purgatives and gargles, and your cure does not work, then it is necessary that you cauterize the patient with three cauteries: one on the ridge of the auricle, the second a little below the temple, and the third at the junction of the two lips. 
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 And place your cautery on the opposite side of the affected area, for softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 And the method of cauterization is such that you should cauterize with the cautery on the right side of the upper edge of the earlobe, placing it slightly above the tip of the ear, and in the temple place another one, the length of which should be according to the length of the thumb, and then hold your hand with the cautery until the majority of the size of a hazelnut is burnt.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 And this is the shape of the cautery, and it is similar to that of the knife, whose form is presented here.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 However, it must be more delicate than the knife, as shown here; and it is necessary that the blade of the cautery have a little less superfluous thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 And then care for the place with water that was previously processed until it is healed.
Capitol .vii.	 Chapter VII.
De cauterizacio de apoplextia antiqua.	 On the cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is old and you treat it with the water we mentioned and the patient does not have a fever, then cauterize them with four cauteries: on both corners of their head; and with a cautery in the middle of the head, as we have said; and with a cautery in the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	 The method of the cautery is done as previously described.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 It has already been cauterized on the mouth of the stomach; and it is more severe now; therefore, it should be treated with cold water.
Capitol .viii.	 Chapter VIII
De cauterizacio de obblivio fayta per flacma.	 Of the cautery for oblivion done by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 It is advisable that in the beginning, large jars and pills of wormwood be given to the patient for purging.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 Then shave the head of the patient completely and place on his temples the plaster of cedar, as described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 And do this several times, for that is the manner of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do so according to the order of physicians, as I have already said.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	 And thus, if he is cured well by this; but if not, then make three cauteries on the back of his head, which should descend from the highest part of the head into the lower part of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	 And place the thickness of a finger between each cautery, and then treat the cautery with cold water.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	 But if you see an increase and the patient is tolerant, then make a cautery in the middle of the head; and if there is greater increase, then cauterize on both temples. xspace
Aprop cura aquel entro que sia sanat; e sia le cauteri olivar segon la forma denant donat.	 "Now care for that opening so that it heals; and let the pointed cautery be olive-shaped according to the form given before.
Capitol .ix.	  Chapter IX.
De cauterisacio de parazili e de mollificacio de tot le cors.	 "About the cauterization of hemorrhoids and the softening of the whole body.
Cove que tu procesiscas en mondificacio del cap am jerras e am aquo que havem dit; e aprop ras le cap del malaute, e aprop cauteriza aquel am cauteri en le mieg loc del cap, e am cauteri sobre totz les corns del cap, e am cauteri sobre la deriera partida de lu, e am tres cauteris sobre les spondils del col.	 "Cut the hair on the patient's head with scissors and water as mentioned before; then shave the patient's head, and cauterize it with a pointed cautery in the middle of the head, and with a pointed cautery over all the corners of the head, and with a pointed cautery over the back part of them, and with three points over the vertebrae of the neck.
