Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	 And if you see that this disease does not respond to this cautery and the patient's body is tolerant, cauterize in the middle of the head as we have described, and care for the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	 And if you wish, administer the cautery that we mentioned in the chapter on archery wounds with two blades, and this is a better and more effective cautery.
Capitol .v.	 Chapter .5
De cauterisacio de las dolors de aurelhas.	 On the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	 When in the ear there is pain due to cold and it is not cured by laxatives or other treatments that I have mentioned in the previous section, then burn with a cautery, and this one is called "point", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	 And then touch the tip of the fire, and lead it around the entire ear as if turning a wheel, or in a circle on each side if the pain is on one side.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 Approach with the tip of the cautery along the edge of the ear little by little, until you have clearly felt the spot with your fingertip.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 And if you apply the pointed cautery on the entire ear, and cut it off, then promptly care for the areas until they are healed.
Capitol .vi.	 Chapter VI
De cauterizacio de turtura.	 About cauterizing the throat.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 The throat which is cured and treated by cautery is only from the species that come through phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Avoid cauterizing the throat for conditions caused by dryness or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you treat this type of throat illness with potions, purges and gargles, and your treatment is not effective, then you must cauterize the patient with three cauteries: one at the root of the ear, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 And place your cautery opposite the affected side, because softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 The way to perform the cauterization is as follows: Cauterize with one cautery at the top of the ear, a little higher than the corner of the head, and with another on the temple, whose length should be equal to that of the thumb. Place your hand with the cautery until half the thickness of a cord is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 And this is the form of the cautery, and it is a type of surgical instrument, the shape of which is shown in the previous illustration.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 But this one is more delicate than that one, a little like bladders; and it is necessary to remove some of its excessive thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 Then care for the area with water as has been processed before until it is healed.
Capitol .vii.	 Chapter VII
De cauterizacio de apoplextia antiqua.	 Of Cautery for Old Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is old and you treat it with the water we mentioned and the patient does not have a fever, then cauterize that person with four cauteries: on all the corners of their head; and with a cautery in the middle of the head, as we have said; and with a cautery in the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	 And the manner of the cautery is done as was said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 And it has been cauterized on the mouth of the stomach; and that is even more urgent; and then it should be cared for with processed water.
Capitol .viii.	 Chapter VIII
De cauterizacio de obblivio fayta per flacma.	 On Cautery for Forgetfulness Caused by Fever
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 It is necessary to give the patient at the beginning large bowls and pills to serve as purgatives.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 And next, shave the entire head of the patient and place on his crown the plaster of wax described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	 And pause several times, because that is the manner of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	 And do this according to the order of the aforementioned treatment that I have already mentioned.
