Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	 "And if this condition does not cease with the use of this cautery, and you see that the patient's body can tolerate it, then cauterize them in the middle of the head as we have described, and care for the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	 "And if you wish, administer the cautery that we mentioned in the chapter on archery injuries, using a cautery with two blades, and this is a better and more effective cauterization.
Capitol .v.	 Chapter 5.
De cauterisacio de las dolors de aurelhas.	 "On the Cauterization of Earaches
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	 "When there is pain in the ear due to cold and it is not cured with purgative treatments or other care that I have mentioned earlier, then apply heat with a cautery. And this one has the name 'punctum,' of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	 "And the cautery should be as close to the fire as possible, and it should be directed around the entire ear like a wheel is turned, or around each part if the pain is in each specific area.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	 Along you with the cautery of the ear's root, little by little more than you have sensed the place with your finger.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	 And if the cautery of those points is on the whole ear, and it happens like that, then cure the places inside until they are healed.
Capitol .vi.	 Chapter VI
De cauterizacio de turtura.	 Of the cauterization of the tongue.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	 The tongue, which is cured and healed by cauterization, is only done with the herbs that come through phlegm, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	 Avoid cauterizing the herb that comes from dryness or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	 When you cure this type of tongue illness with jars and emetics and gargles, and your treatment is not effective, then it is necessary for you to cauterize the patient with three cauteries: one at the root of the ear, the second a little below the temple, and the third at the junction of the two lips. ︎
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	 And place your cautery in opposition to the affected area, because softening only occurs in the area that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	 And the method of cauterization is that you cauterize it with a cautery on the right side of the ear's tip, a little higher than the horn of the head, and in the temple another one, whose length should be according to the length of the thumb, and hold your hand with the cautery until half the size of the tongue is burnt.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	 And this is the shape of the cautery, and it is similar to that of a knife, whose shape is in front of the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	 But nevertheless, it should be more subtle than that one, a little like a needle; and it is appropriate to remove some of its excess thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	 And then cure the area with water that has been processed beforehand until it is healed.
Capitol .vii.	 Chapter VII.
De cauterizacio de apoplextia antiqua.	 On the Cauterization of Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	 When apoplexy is advanced and you treat it with the water we mentioned, and the patient does not have a fever, then cauterize them with four cauteries: on all the corners of their head; and with a cautery in the middle of the head, as we have said; and with a cautery in the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	 And the manner of the cautery is done as has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	 And it has been cauterized on the mouth of the stomach; and it is even more urgent; and then it should be cured with processed water.
Capitol .viii.	 Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	 On Cauterization for Forgetfulness caused by Flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	 It is necessary to give the patient, at the beginning, large cups and pills that serve as purifiers.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	 And then shave the entire head of the patient and place on his crown the plaster made from wax, as described in the treatise on plasters.
