Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then puncture near the inflammation, and lead it around the entire ear as a wheel is turned, or in the circle of each segment if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	And then gradually move the cautery along the edge of the earlobe little by little until you have felt the area with your hand.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of ten points is done all over the ear, clean that area, and then treat the places in between to heal them.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the cautery of tumors.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is treated with cautery is one of the types that come from phlegm, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Cauterization is not suitable for the type of tumor that results from drying or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of tumor with herbs, bloodletting, and fumigation, and if your treatment does not provide comfort, then you must cauterize the patient with three cauteries: one should be at the edge of the earlobe, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the diseased part, because softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cauterize that area with the cautery at the tip of the most prominent part of the earlobe, a little above the horn of the head, and on the temporal region another one, the length of which should be according to the length of the little finger, and place your hand with the cautery until the quantity of half the thickness of the skin is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is made of iron, the shape of which is set forth here.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more delicate that it appears just as you see; and it must be that the cautery is slightly less coarse in its thickness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then treat the area with what has been previously described until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the cautery of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you have treated it with what we have said and your treatment does not take effect and the patient has no fever, then cauterize that area with four cauteries: on all the horns of their head; and with a cautery at the middle of the head, as we have said; and with a cautery on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what was said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is already cauterized on the mouth of the stomach; and it is more towards the rear; and then it is treated with what you proceed to use.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cautery for forgetfulness caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Those that should be given to the patient at the beginning are large jujubes and pills that cleanse the kidneys.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And then shave the entire head of the patient and place on their skull a plaster of cerate as described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply that several times, for that is the method of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do this according to the order of the doctors which I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And thus if healing is good through those means; and if not, then apply three cauteries on the back part of his head, which should descend from the highest part of the head towards the lower part near the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	And pause between each cautery the thickness of a finger, and then care for the cautery as has been done.
Mays si tu vos addicio e le malaute es aquo tollerant, lahoras fay a lu cauteri en le mieg loc; e si voys major addicio, lahora cauteriza aquel sobre les dos corns.	And if you add more and the patient can tolerate it, then apply the cautery to the middle area; and if you want to increase it further, now cauterize that area over both sides.
