Ayssi comensan las paraulas de Albucasim .	And here is the translation of the given line:
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the ear comes from cold and is treated with laxative causes and with the other cure that I have mentioned in the division, and if the pain does not diminish, then apply the cautery, which has the name puncta, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then puncture near the inflammation, and lead it around the entire ear just as a wheel is turned, or in the circle of each part if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	And then gradually extend with the cautery from the rim of the ear as you sense the area with your hand.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of pointed tips is applied all over the ear, clean that area, and then treat the places in between to ensure they heal.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	On the cautery of tumors.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is treated with cautery is one of the types that come from phlegm, as we have mentioned in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	The cautery is not suitable for the type of tumor that results from drying or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of tumor with diets and purges and fumigations, and if your treatment does not improve the condition, then you must cauterize the patient with three cauteries: the first at the edge of the ear, the second slightly below its temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the diseased part, because softening does not occur except in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cautery is to apply the cautery directly at the upper part of the outer ear slightly above the horn of the head, and on the temple in another place, the length of which should be according to the length of the little finger, and keep your hand with the cautery until half the thickness of the area has been burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, and it is made of iron, the shape of which has been previously described.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more refined if you see it somewhat like this; and it is necessary to reduce any excessive thickness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then treat the area with what has been previously processed until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the cautery of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have said but your treatment does not take effect and the patient has no fever, then apply cautery at four points: on all the horns of their head; and in the middle of the head as we have said; and with a cautery on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; and it is more behind; then it should be treated with what you proceed with.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cautery for forgetfulness caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give to the patient at the beginning juniper berries and pills that purify the seed.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and apply a plaster of cerate, as described in the treatise on plasters, to their skull.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply that several times, for that is a method of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do this according to the order of the doctors I have already mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if he is well healed by those methods; but if not, then apply three cauteries to the back part of his head, which should descend from the highest part of the head towards the lower part near the neck.
