Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you want to apply the cautery that we have mentioned in the chapter on arrow wounds with a cautery having two blades, this kind of cauterization is better and more suitable.
Capitol .v.	Capitol .v.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear comes pain due to cold and is treated with laxatives and with the other cure which I have mentioned in the division, and if the pain does not abate, then apply the cautery, and this is the one called puncta, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply near the inflammation, and be guided around the entire ear just as a wheel is rotated, or in the circumference of each segment if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Stretch out with the knife-like cautery along the rim of the ear slowly so that you have felt the area with your fingers first. 
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these points is done throughout the entire ear, and cleanses that area, then heal the places in between so that they become healthy.
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	Of the cauterization of tumors.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is treated and cured by cauterization is one of the types that come from phlegm, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization for the type that results from drying or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of tumor with poultices, purges, and fumigations, and your treatment does not improve the condition, then you must cauterize the patient with three cauteries: one should be placed at the lobe of the ear, the second a little below their temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite part of the diseased area, for moistening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cauterization is to cauterize that area with the cautery at the tip of the upper earlobe, a little above the horn of the head, and on another temple, the length of which should be according to the length of the small finger, and then place your hand with the cautery until half the thickness of the skin is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, which is a type of surgical knife, the shape of which has been previously described.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however more subtle it is than that somewhat as you see; and there must be a reduction in its excessive thickness somewhat.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area with what has been previously prepared until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cautery of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is chronic and you have treated it with the methods we mentioned but your medication does not agree and the patient has no fever, then cauterize that area with four cauteries: on all the corners of their head; and with one cautery in the middle of the head as we have said; and with a cautery at the nape of the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized around the mouth of the stomach; and more behind; then it should be treated with whatever process you use.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterization for forgetfulness caused by flames.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	At the beginning, the patient should be given large jars and pills that purify the seed (referring to semen or reproductive essence).
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and apply a plaster made of cerate (a type of ointment) on the nape of their neck, as described in the treatise on plasters.
