Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the ear is caused by cold and is treated with laxatives and other treatments that I have mentioned in the division, and if the pain persists, then apply the cautery. This cautery is called "puncta," and its form is as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the puncta near the ignition, and move it around the entire ear as a wheel is rotated, or along the circumference of each part if the pain is in specific parts.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Lengthen with the cautery of the razor from the earlobe slowly so that you feel the area with your hand.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these points covers the entire ear, treat it accordingly, and then care for the areas that need to be healed.
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	From the cauterization of tumors.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the kind that can cause drying out or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of tumor with scrappings and purges and fomentations, and if your treatment does not bring comfort, then you must cauterize the patient with three cauteries: the first at the edge of the ear, the second a little below the temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the diseased part, for moistening does not occur except in the area that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the method of cautery is to apply the cautery directly at the uppermost tip of the ear, a little above the horn of the head, and on another temple as well, the length of which should be according to the length of the thumb, and then place your hand with the cautery until half the thickness of the skin is burnt.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, which is a type of instrument, the shape of which is described above.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	And yet it is more subtle than what you see a little bit like this; and it requires that in place of excessive thickness, there should be a bit less.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area with what has been previously prepared until it is healed.
Capitol .vii.	It seems like you've indicated a chapter or section heading, specifically "Capitul .vii.", which in English would translate to "Chapter VII." If you have more text from this chapter that needs translation or explanation, feel free to share it! How can I assist further with this content?
De cauterizacio de apoplextia antiqua.	This title appears to be in a language similar to Medieval Latin or an early Romance language. Here is the translation into English:
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy has become chronic and you have treated it with the methods we have mentioned and your medication does not agree and the patient has no fever, then cauterize that area with four cauteries: on all the corners of their head; and with one cautery in the middle of the head as we have said; and with one cautery on the nape of the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized around the mouth of the stomach; and it is more towards the back; then it should be treated with what you process.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterization for forgetfulness caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	It is necessary to give the patient at the beginning large seeds and pills that cleanse the kidneys.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and apply a poultice of cerate, as described in the treatise on poultices, to the nape of their neck.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply that several times, for that is a method of cautery.
