Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the ear is caused by cold and is treated with laxatives and other treatments that I have mentioned in the division, and if the pain persists, then apply the cautery. This cautery is called "puncta," and this is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the cautery near the flame, and move it around the entire ear as a wheel is rotated, or along the circumference of each part if the pain is in specific parts.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Extend yourself with the cautery of the edge of the earlobe gradually until you have sensed the area with your fingers.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these points is performed all over the ear, and cleanse that area, then treat the places in between until they are healed.
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	Of the cauterization of tumors.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	A tumor that is cured by cauterization is one of the types that come from phlegm, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	The cauterization is avoided for the type that results from drying or spasms of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of tumor with diets and purges and fomentations, and your treatment does not succeed, then you must cauterize the patient with three cauteries: one should be on the lobe of the ear, the second a little below their temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite part of the diseased area, for softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is to cauterize that area with a cautery at the top of the uppermost earlobe, slightly above the horn of the head, and on another temple, the length of which should be according to the length of the little finger, and then place your hand with the cautery until half the thickness of the skin is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, which is a type of surgical instrument, the shape of which is described below.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however more subtle it is than that one slightly as you see; and it must be that this one in place of excessive thickness should be somewhat thinner.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area with what has been prepared beforehand until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	From the cautery of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is chronic and you have treated it with what we have said and your treatment does not agree and the patient has no fever, then cauterize that area with four cauteries: on all the corners of their head; and with a cautery at the middle of the head, as we have said; and with a cautery in the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what has been said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; it is more towards the back; then it should be treated with what you proceed with.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterization for forgetfulness caused by flame.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	It is necessary to give the patient at the beginning large seeds and pills that cleanse the sperm.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and apply a plaster of cerate, as described in the treatise on plasters, to their neck.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And apply that several times, for that is a method of cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do this according to the doctor's order which I have already mentioned.
