Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have described in the chapter on arrow wounds with a cautery having two blades, and this is a better and more appropriate cautery.
Capitol .v.	Chapter 5.
De cauterisacio de las dolors de aurelhas.	On the cautery of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the ear comes from cold and is treated with laxatives and with the other treatments I have mentioned in the division, and if the pain is not relieved, then apply the cautery. This cautery is called "puncta," and it has the following form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the puncta near the ignition, and move it around the entire ear as a wheel is turned, or along the circumference of each part if the pain is in each part.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Extend yourself with the cauterizing instrument from the tip of the earlobe little by little until you have sensed the area with your fingers. 
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these points is done throughout the entire ear, and clean that area, then treat the places in between so they may heal.
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	From the cautery of turtle.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the type that can lead to drying out or nerve spasm.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that kind of tumor with scrapings and purgatives and fomentations, and if your treatment does not help, then you must cauterize the patient with three cauteries: the first on the earlobe, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the diseased part, for moistening does not occur except in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is to cauterize that area with a cautery at the tip of the uppermost earlobe, slightly above the horn of the head, and on another temple, the length of which should be according to the length of the little finger, and then place your hand with the cautery until half the thickness of the cord is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, which is a special type of knife, the shape of which is described above.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however more subtle it is than that one somewhat as you see; and it is necessary to adjust in place of excessive thickness a bit.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area with what has been previously prepared until it is healed.
Capitol .vii.	It seems like you've provided a chapter or section heading that appears to be ".vii.", which in Roman numerals translates to "7". If this is part of a larger text, it would indicate the start of Chapter Seven or Section Seven. Could you provide more context or additional lines for a fuller translation and explanation? Without further content, I can only suggest that this heading signifies the beginning of the seventh chapter or section in whatever document or manuscript you're referring to.
De cauterizacio de apoplextia antiqua.	This title appears to be in a language similar to medieval Latin or an early Romance language and refers to the topic of cautery (cauterization) for an ancient form of apoplexy. Here is the translation into English:
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is chronic and has been treated with the methods we have mentioned but your treatment does not take effect and the patient does not have a fever, then cauterize that area with four cauteries: on all the corners of their head; and with one cautery at the middle of the head, as we have said; and with one cautery on the nape.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done according to what has been said above.
