Praefatio.	Foreword.
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you treat a half-cranium, with what we have said from previous cures and what we have said in divisions of illnesses, and the cure does not work: and you see from the illness that it does not suffice for him what we have said from the first cauterization with medicine, or with cauterization with fire, then it is necessary to apply a burning cauterization, until it becomes white after marking the place of pain with a line, whose length should be half a finger, or nearly so: and put your hand in place of one, and press it down until you cut into an artery, and penetrate to the bone.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to beware of the continuation of the jawbone, which moves during mastication, lest it be dislocated, or the nerve that moves it, whence a spasm occurs.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And this is above the joint, and beware of the flow of blood from the artery, which has been cut off.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For in cutting it off, there is fear, and especially for him who does not know what he is doing, and is not diligent, nor experienced: and he leaves the operation with this at the beginning.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I come with a reminder of the rule for controlling the flow of blood that occurs from an artery according to its own method, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	What if you see from the illness that this cauterization does not suffice for him, and you see the weak body tolerating the cauterization in the middle of the head, as we have narrated, cure the wound, until it is healed.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, administer a cauterization, which we have said in the chapter on extracting an artery with a cauterization having two burning irons.
Est enim cauterizatio melior hac et magis conferens.	For cauterization is better and more beneficial in this case.
¶ De modo cauterizandi in dolore Aurium.	Concerning the method of cauterizing in painful ear infections.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When pain in the ear occurs from cold, and it is treated with solutives, and other treatments that we mentioned earlier, and the pain does not subside, then cauterization by fire is applied: and this is what is called a Punctum, whose shape is as follows.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then the punctures are made with it around the entire ear after its ignition, as it revolves: or around both ears, if there is pain in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And stretch it out with the cauterizing iron at the root of the ear for a short time, after you have marked the places with ink: and let the quantity of the cauterization be ten punctures on each ear, or almost so.
Deinde cura loca, donec sanentur.	Then treat the places until they heal.
¶ De modo cauterizandi in Tortura.	Concerning the method of cauterizing for tetanus.
Caput VII.	Chapter 7.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	The tetanus that is treated with cauterization is not except for those cases which occur from phlegmatic causes, according to what we said in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And it is necessary to apply cauterization to the type that occurs from dryness and nervous spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this type of tetanus with hiera, and head purging, and gargling, and your treatment does not help, then it is necessary to cauterize the patient in three places: one at the root of the ear, and a second a little below the temple, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And apply your cauterizing iron from the opposite side of the affected part.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	For softening does not occur except in the part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cauterization is to cauterize it with the cauterizing iron directly on the upper extremity of the ear below the crown of the head, a little above the temple: and another on the same side, whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And put your hand with a cautery until it burns to the extent of the moderate thickness of the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of a Cautery, and it is a type from a small knife, whose form is previously mentioned: however it is not too subtle, as you see; and it is necessary that the small knife be above a little bit of excessive thickness.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then treat the place with what has preceded: until it is healed.
¶ De modo cauterizandi in Apoplexia antiqua.	Concerning the method of cauterizing in ancient Apoplexy.
Caput VIII.	Chapter 8.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When ancient Apoplexy is antiquated, and you treat it with what we have said, and your medication does not help, and the patient does not have a fever, then cauterize him with four cauteries on every horn of his head, and a cautery in the middle of the head, as we have said, and a cautery at the back of the head, according to what has preceded: and the method of the cautery should be according to what has preceded.
