Praefatio.	Foreword.
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you treat hemicania, with what we said from previous cures, and what we said in the divisions of illnesses, and the cure does not work: and you see from the illness that it is not sufficient for what we said from the first cauterization with medicine, or with cauterization with fire, then it is necessary to ignite the razor-like cauterium, until it becomes white after placing a sign on the spot of pain with a line, whose length is the middle of the finger, or almost so: and put your hand in place of one, and hold it firmly until you reach the artery, and pass through to the mouth.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to beware of the continuation of the jawbone, which moves during mastication, lest the lateral or neural nerve that moves it be injured, whence a spasm may occur.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And this is above the cut, and beware of the flow of blood from the artery, which has been severed.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For in the cutting of it there is fear, and especially for one who does not know what he is doing, and is not diligent, nor experienced: and he leaves the operation with that at the beginning.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I will describe with remembrance of the regulation of the flow of blood that occurs from the artery according to its own method, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	What if you see from the weakness, that this cauterization does not suffice for him, and you see the body of the sick person tolerating the cauterization in the middle of the head, as we have narrated, heal the wound, until it is healthy.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, administer the cauterization that we have mentioned in the chapter on the extraction of the artery with a cauterizer having two cauteries.
Est enim cauterizatio melior hac et magis conferens.	For cauterization is better and more beneficial.
¶ De modo cauterizandi in dolore Aurium.	On the method of cauterizing in the case of a gold-colored (or golden) ulcer.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When a golden ulcer occurs from cold, and it is treated with solutives, and the remaining cures which we mentioned in the division, and the pain does not disappear, then apply the cauterization: and it is that which is called a Punctum, whose shape is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then apply the punctures with it after its ignition all around the circle of the ear, as it revolves: or around both circles, if there is pain simultaneously in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And extend yourself with the cauterizer from the root of the ear for a short time, after you have marked the places with an encaustic: and let the quantity of the cauterization be ten punctures on each ear, and as it is.
Deinde cura loca, donec sanentur.	Then treat the places that are ailing.
¶ De modo cauterizandi in Tortura.	On the method of cauterizing in the torture.
Caput VII.	Chapter 7.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	A torture that is treated with cauterization is not except for those species which occur from phlegm, according to what we have said in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And there is a need for cauterization of the species that occurs from desiccation and spasm of the nerve.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with hiera, and caputpurgation, and gargarism, and your treatment does not help, then it is necessary to cauterize the affected part with three cauteries: one at the root of the ear, and a second a little below its own timpore, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And apply your cauterization to the opposite part of the affected area.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Since softening does not occur unless on a part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cauterization is, to apply the cautery directly to the upper extremity of the ear under the crown of the head a little; and another on the timpore, whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery until a moderate amount of thickness of the skin is burned away.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, and it is a type from the scalpel, whose form has been described above: truly it is not more subtle than that, as you see; and it is necessary for the scalpel to be somewhat rough on the surface.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then treat the places with what has preceded, until they are healed.
¶ De modo cauterizandi in Apoplexia antiqua.	On the method of cauterizing in ancient Apoplexy.
Caput VIII.	Chapter 8.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When Apoplexy is chronic and you treat it with what we have said, and your medication does not help, and the patient does not have a fever, then cauterize him with four cauteries on all the horns of his head, and a cautery in the middle of his head, as we have said, and a cautery at the back of his head, according to what has preceded: and the method of the cautery should be according to what has preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	They also cauterize with a branding iron on the stomach bone, and it is almost the last resort.
