Praefatio.	Foreword.
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you treat hemicrania, with what we said from previous treatment, and what we said in the divisions of illnesses, and the treatment does not help: and you see from the illness that it is not sufficient for him what we said from the first cauterization with medicine, or with cauterization with fire, then it is necessary to brand with a scalpel cauterium, until it whitens after applying signs on the spot of pain with a line, whose length is the middle of a finger, or almost that: and put your hand in its place, and hold it firmly until you cut into an artery, and pass through to the mouth.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	However, it is necessary for you to be cautious about the continuity of the jawbone, which moves during mastication, lest it should be injured by a blow or a nerve that moves it, whence a spasm occurs.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And this is above the custodian, and caution about the flow of blood in the artery, which has been severed.
In abscisione enim eius est timor, et praecipue ei qui ignorat illud quod facit, et non est studiosus, nec expertus: et dimittit operationem cum eo in primis.	For in the cutting of it there is fear, and especially for him who does not know what he is doing, and is not diligent, nor experienced: and he leaves the operation with it at first.
Et ego ueniam cum rememoratione regiminis fluxus sanguinis accidentis ex arteria secundum modum suum, et in loco suo huius libri.	And I describe with reminiscence of the regulation of the flow of blood that occurs from the artery according to its own method, and in its place in this book.
Quod si uides ex aegritudine, quod non sufficit ei hoc Cauterium, et uides corpus infirmi tolerans cauterium in medio capitis, sicut narrauimus, cura uulnus, donec sanetur.	What if you see from the weakness, that it does not suffice for him to apply this cautery, and you see the body of the infirm person tolerating the cautery in the middle of the head, as we have narrated, heal the wound, until he is restored to health.
Et si uis, administra Cauterium, quod diximus in capitulo extractionis arteriae cum Cauterio habente duos cultellos.	And if you wish, administer the cautery, which we mentioned in the chapter on extracting the artery with a cautery having two points.
Est enim cauterizatio melior hac et magis conferens.	For cauterization is better than this and more beneficial.
¶ De modo cauterizandi in dolore Aurium.	Concerning the method of cauterizing in the case of a golden abscess.
Caput VI.	Chapter 6.
Quando accidit in Aure dolor a frigore, et curatur cum solutiuis, et reliqua curatione quam diximus in diuisione, et non remouetur dolor, tunc igni Cauterium: et est illud quod nominatur Punctum, cuius forma est haec.	When an abscess occurs on the golden [part of the body] due to cold, and it is treated with poultices, and other treatments that we mentioned in the division, and the pain does not subside, then apply the cautery: and it is that which is called a Point, whose form is this.
Deinde puncta cum eo post eius ignitionem in circumitu auris totius, sicut reuoluitur: aut in circumitu utriusque, si simul dolor est in utrisque.	Then apply the points with it after its ignition around the entire circumference of the ear, as it revolves; or around both, if there is pain in both.
Et elonga te cum Cauterio a radice auris parumper, postquam signaueris loca cum encaustro: et sit cauterii quantitas decem punctorum in omni aure, et quasi illa.	And extend yourself with the cautery from the root of the ear for a short time, after you have marked the places with ink; and let the quantity of the cautery be ten points on each ear, and similarly there.
Deinde cura loca, donec sanentur.	Then treat the places, until they heal.
¶ De modo cauterizandi in Tortura.	On the method of cautery in Torture.
Caput VII.	Chapter 7.
Tortura quae curatur cum cauterizatione, non est nisi ex speciebus, quae accidunt ex phlegmate, secundum quod diximus in diuisionibus aegritudinum.	Tortures that are treated with cautery are not except those species which arise from phlegm, according to what we said in the divisions of diseases.
Et deuita cauterizationem speciei, quae accidit ex exiccatione, et spasmo nerui.	And it is necessary to add cautery to the species which arises from dryness and nerve spasm.
Quando curas hanc speciem torturae cum hyeris, et caputpurgiis, et gargarismis, et non confert curatio tua, tunc oportet ut cauterizes infirmum tribus Cauteriis: uno apud radicem auris, et secundo parum inferius a timpore suo, et tertio apud coniunctionem duorum labiorum.	When you treat this species of torture with rubbings and head-cleansings and garglings, and your treatment does not help, then it is necessary to apply cautery to the weak part in three places: one at the root of the ear, and a second a little below its own time, and a third at the junction of the two lips.
Et pone Cauterium tuum ex contrario partis infirmae.	And place your cautery on the opposite part of the weak area.
Quoniam mollificatio non accidit, nisi in parte quae apparet sana.	Since softening does not occur unless in the part that appears healthy.
Et forma cauterizationis est, ut cauterizes ipsum Cauterio in directo extremitatis auris superioris sub cornu capitis parum: et alio in timpore: cuius longitudo sit secundum longitudinem pollicis.	And the form of cautery is to apply the cautery directly on the upper extremity of the ear, a little below the crown of the head, and another at the temple, whose length should be according to the length of the thumb.
Et depone manum tuam cum cauterio, donec comburatur quantitas medietatis spissitudinis cutis.	And place your hand with the cautery until it burns a moderate quantity of the thickness of the skin.
Et haec est forma Cauterii, et est species ex cultellari, cuius forma praemissa est: uerumtamen non est subtilior ea parum, sicut uides: et oportet ut sit cultellus in eo superfluae grossitudinis parum.	And this is the form of the cautery, and it is a species from the knife, whose form was mentioned before: truly it is not more subtle than that which you see, and it is necessary for the knife to be somewhat above the excessive thickness.
Deinde cura loca, cum eo quod praecessit: donec sanetur.	Then treat the places with what has preceded until they are healed.
¶ De modo cauterizandi in Apoplexia antiqua.	On the method of cautery in ancient Apoplexy.
Caput VIII.	Chapter 8.
QUando antiquatur Apoplexia, et curas eam cum eo quod diximus, et non confert medicatio tua, et infirmus non habet febrem, tunc cauteriza eum quatuor cauteriis super omne cornu capitis sui, et cauterio in medio capitis, sicut diximus, et cauterio in occipitio capitis, secundum quod praecessit: et modus cauterii sit secundum quod praecessit.	When ancient Apoplexy is aged and you treat it with what we have said, and your medicine does not help, and the patient does not have a fever, then cautery him with four cauteries on every crown of his head, and a cautery in the middle of his head, as we have said, and a cautery at the back of his head, according to what has preceded: and the method of cautery should be according to what has preceded.
Etiam cauterizatur cum Cauterio super os stomachi: et est magis ultimum.	They are also burned with a branding iron on the belly: and it is a most extreme treatment.
