Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	But it is necessary for you to guard the continuity of the mandible, which is unlucky for biting, and that the thread not be adhered and the nerves which are bad in this, and that it does not suffer spasm.</start_turn
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and care of the flow of blood of the artery that is cut, which in the cutting is a fear, and above all to that one who ignores what is done and is not studied and is reckless; leave the operation to him at the beginning.</start_turn
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remind you of the regimen of the flow of blood in case of an accident of the artery according to the usual manner, in the usual place of this book.</start_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this disease that does not benefit from this cautery and see the body of the patient tolerable, cauterize that in the middle part of the head as we have recounted, and care for the wound until it is healed.</start_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter of the stretching of the artery with two nails, and this is a better cautery and more comfortable.</start_turn
Capitol .v.	Chapter five.</start_turn
De cauterisacio de las dolors de aurelhas.	Of cautery of the pains of the heel.</start_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain due to cold and it is cured by means of lacative causes and by another cure which I have mentioned in the division, and the pain is not relieved, then immediately prick the area of pain with a lancet that remains in the flesh until the pain ceases, until it is hidden.</start_turn
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And immediately prick around the area of pain, and let the fire go around the whole heel as if it were a wheel, or in the circumference of some vessel if the pain is in some place.</start_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Slowly withdraw the fire from the edge of the heel a little at a time as you see that it has reached the area.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery has reached ten points all around the heel, and what is more, care for the wounds until they are healed.</start_turn
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	Capital six.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The sixth degree of cautery.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the species that must be dry or for spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that species of tumor with herbs and capitula and unguaria, and you have finished your treatment, then cover that you are cauterizing the patient with three cauteries: the first you must make on the root of the nail, the second a little further from the middle, and the third on the juncture of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause the cautery on the side of the painful part, because excessive cautery can only be done on the part that appears to be well.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the way of cautery is that you cauterize that which is around the nail at the root of the toe somewhat above the root of the nail, and in the middle another, the length of which is according to the length of the finger, and stop your hand with the cautery until the quantity of the matter of the species of the code has been consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is the species of the curette, the form of which is like a table
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More importantly, do not make the burn too deep; and cover that you do not burn too much.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then care for the area around the burn until it is healed.
Capitol .vii.	Capital seven.
De cauterizacio de apoplextia antiqua.	Of cautery of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When the apoplexy is old and you have cured that which we have said, and do not confer your medicine, and the patient does not have fever, then cauterize that with four cauteries: over all the nails of the foot; at the edge of the nail and the middle of the head, as we have said; and on the gums
