Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and care of the flow of blood of the artery that is incised, which is feared, and more so for that which ignores what it does and is reckless; leave the operation to the beginning.</start_of_turn
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remind you of the regimen of the flow of blood according to the custom of this land, in this place of this book.</start_of_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not benefit from this cautery and you see that the patient can tolerate the disease, cauterize that in the middle of the head as we have recounted, and care for the wound until it is healed.</start_of_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery that we have mentioned in the chapter on the stretching of the artery with two clamps, and this is better cautery and more reliable.</start_of_turn
Capitol .v.	End of Document.</start_of_turn>
De cauterisacio de las dolors de aurelhas.	About the cautery of the pains of the heel.</start_of_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain from cold and is cured by means of lakes and other treatment that I have mentioned in the division, and the pain is not relieved, then ignite the cautery, and this is the one that has no name, of which this is the form:</start_of_turn
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And prick near the ignition, and be careful around the entire heel as if it were rotated, or in the course of any wrinkle if the pain is in any place.</start_of_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with that, take hold of the root of the heel a little more slowly than that because you have to mark the area with your finger.</start_of_turn
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you have cauterized ten times in the entire heel, and what is that, and take care of the wounds until they are healed.</start_of_turn
Capitol .vi.	Capitol .vi.
De cauterizacio de turtura.	Capital six.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The sixth degree of cautery.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the species that must remain dry or for spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that kind of turtura with herbs and capitula and unguarias, and you do not want to burn the patient, then cover the painful area with three cauteries: one at the root of the nail, the second a little beyond the middle, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And keep the cautery away from the contrary side of the painful area, because mollification does not take effect except in the part that appears to be well.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the way of cautery is that you cauterize that which is above the nail at the root of the toe somewhat more than over the head of the nail, and in the middle another, the length of which is according to the length of the finger without going beyond that. Stop your hand with the cautery when the quantity of the matter of the species of the code has been consumed
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of cautery, and it is the species of the surgeon, the form of which is like a table
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More gently indeed is that which one sees here in these verses; and cover with little superfluous thickness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And do the same with the area around the area that is being cauterized until it is well.
Capitol .vii.	Capital seven.
De cauterizacio de apoplextia antiqua.	Of cautery of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When the apoplexy is ancient and you have cured that which we have said, and you do not fear your medicine, and the patient has no fever, then cauterize that with four cauteries: over all the nails of the foot; above the nail and below the head of the nail as we have said; and on the gum
