Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However necessary it is that you guard the continuity of the mandible, which is unfortunate because of chewing, and that the wound does not suffer injury and the nerves that are in it do not suffer damage, and that no spasm occurs.</start_turn
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and care of the flow of blood of the artery that is being cauterized, which is feared, and more so in that one that ignores what is done and is negligent; leave the operation to the beginning.</start_turn
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remember the regimen of the flow of blood in case of injury to the artery according to its manner, in this place of this book.</start_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this disease that this cautery does not suffice and you see the body of the patient tolerable, cauterize that in the middle part of the head as we have recounted, and care for the wound until it is healed.</start_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery that we have mentioned in the chapter on the stretching of the artery with two nails, and this is a better cautery and safer.</start_turn
Capitol .v.	Chapter five.</start_turn
De cauterisacio de las dolors de aurelhas.	Of the cautery of the pains of the heel.</start_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain due to cold and it is cured by means of lacative causes and by the other care that has been mentioned in the division, and the pain is not relieved, then ignite the cautery, which is called puncture, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And approach the puncture near the fire, and be careful around the entire heel as if it were rotating, or in the area of any abscess if the pain is in any place.</start_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with you the cautery of the root of the heel a little at a time because you have to mark the area with your hand.</start_turn
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If it is necessary to make several points on the whole ankle, and which are those, then take care of the wound until it is healed.
Capitol .vi.	When several punctures are necessary throughout the ankle, and which are these, then care for the wound until it is healed.</start_of_turn>
De cauterizacio de turtura.	From pointed cautery.</start_of_turn
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The wound which is being cauterized is cured by the pointed cautery, and it is not anything other than the specific things which cause swelling, as we have said in the divisions of diseases.</start_of_turn
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the area which must be dry or which has a spasm of the nerve.</start_of_turn
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that area of the ankle with blistering and blistering plaster, and you have supported it with bandages, do not touch the wound, for now you must cauterize the patient with three cauteries: one to remove the root of the hair, the second a little to leave the area with some feeling, and the third to join the two lips.</start_of_turn
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And rest the wound for the opposite of the diseased part, for the burn does not see anything but the part that appears to be healed.</start_of_turn
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the way to cauterize is that you cauterize that area which is around the ankle joint above a little over the heel, and in the temper another, the length of which should be according to the length of the digit which is below, and stop your hand when the quantity of the matter of the wound has been consumed.</start_of_turn
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the way of cautery, and it is the way of the surgeon, the form of which is like a saw.</start_of_turn
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More importantly, do not make the wound too wide; and cover that of excessive thickness with a little.</start_of_turn
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the wound so that it is as it is at the beginning when it is healed.</start_of_turn
Capitol .vii.	End of document.</start_of_turn
De cauterizacio de apoplextia antiqua.	Of pointed cautery of ancient apoplexy.</start_of_turn
