Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remind you of the regimen of the flow of blood in accidental embolism according to the custom of this book.</start_of_turn
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this disease that does not support this cautery and you see the limb of the disease tolerable, cauterize that in the middle of the head as we have recounted, and treat the wound until it is healed.</start_of_turn
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter of stretching of the artery with two nails, and this cautery is better and more convenient.</start_of_turn
Capitol .v.	Chapter five.</start_of_turn
De cauterisacio de las dolors de aurelhas.	Of the cautery of the pains of the heel.</start_of_turn
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the heel there is pain due to cold and it is cured by means of lacative causes and by the other treatment which I have mentioned in the division, and the pain is not relieved, when the fire is lit, this is the one which has no point, of which this is the form:</start_of_turn
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And bring the point close to the ignition, and let it be surrounded by the entire heel as if it were rolling, or in the circumference of any limb if the pain is in any limb.</start_of_turn
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with you the cautery of the root of the heel a little at a time because you have seen that it bears.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you cauterize ten points throughout the heel, and which are those, and do the treatment of the wounds until they are healed.</start_of_turn
Capitol .vi.	Chapter six.</start_of_turn
De cauterizacio de turtura.	From cautery of the torus.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The torus which is cured and by cautery is nothing other than the specious things which cause swelling, as we have said in the divisions of diseases.</end_of_turn>
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the specious thing which must be dry or which causes spasm of the nerve.</end_of_turn>
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you have cured that specious torus of boils and carbuncles and abscesses, and you have completed the treatment, do not touch the cure, for at that time you must cauterize the patient three times: the first to remove the root of the abscess, the second a little beyond the temporal bone, and the third to join the two lips together.</end_of_turn
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And leave the cautery point untouched for the opposite of the affected part, for it does not matter except for the part that appears to be well.</end_of_turn
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the way of cautery is that you cauterize that which is at the root of the limb above a small amount over the head of the toe, and in the temple another, the length of which is according to the length of the finger which you are pointing to, and withdraw your hand from the cautery until the quantity of the matter of the species of the heel has been consumed.</end_of_turn
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is of the surgeon, the form of which is like a table.</end_of_turn
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	More importantly, it is better to leave a little less rather than too much; and cover with it of excessive thickness a little.</end_of_turn
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the area like that which is denant proceeds until it is healed.</end_of_turn
Capitol .vii.	Chapter VII.</end_of_turn>
De cauterizacio de apoplextia antiqua.	Of cautery of ancient apoplexy.</end_of_turn
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When the apoplexy is ancient and you have cured that which we have said and it does not have fever, then cauterize that which is four times: over all the toes of the foot; at the heel and the middle of the foot, as we have said; and in the heel.</end_of_turn
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of the cautery is sufficient as has been said.</end_of_turn
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it is already cauterized at the mouth of the stomach; and it is better later; and do treat like that which proceeds.</end_of_turn
