Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that is blocked, because in the blockage of it there is fear, and greater harm to he who ignores what he does and is not studious and experienced; and thus the operation begins at this point.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find in the remembrance of the regulation of blood flow by chance of the artery, according to its own manner, in its own place of this free book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this illness does not respond to this cauterization and you see the body of the patient is tolerable, cauterize it in the middle place of the head as we have recounted, and cure the plague until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery that we have said in the chapter on the stretching of arteries by cautery having two ends, and it is a better cauterization than this one and more confident.
Capitol .v.	Chapter five.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is treated with laxative causes and another treatment which I have said in the division, and the pain is not alleviated, then ignite the cautery, and this is the one that has been named pointed, of which this is the form.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And point the pointed instrument at the ignition, and it should be directed towards the entire ear as if rotating, or in a circular motion around any area where the pain is.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Gradually I go with the cautery along the root of the ear, little by little, until I feel that I have reached the spot where I aim.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you make points on the entire ear with the cautery, and thus, and then cure the areas until they are healed.
Capitol .vi.	Chapter six.
De cauterizacio de turtura.	On the cauterization of gout.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Gout which is treated and cured by cauterization is not just of the species that come through flux, according to what we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	It is necessary to cauterize the species that comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of gout with herbs and head-purging and gargling, and your treatment does not work, then it is necessary to cauterize the illness with three cauteries: the first at the root of the ear, the second a little below the temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your hand with the cautery on the opposite side of the ailing part, because mollification does not occur unless on the side that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cautery on the right side of the extremity of the ear, slightly above the crown of the head, and in another temple, the length of which is according to the length of the digit, and pause your hand at the cautery until the quantity of the pain of the specific code is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of cutting iron, the form of which is described in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more subtle because that one little thing thus seems; and it is necessary to cut into the excess fat a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the area where it is described in the process until it is healed.
Capitol .vii.	Chapter seven.
De cauterizacio de apoplextia antiqua.	On the cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and you treat it with what we have said and your medicine does not work and the illness has no fever, then cauterize it with four cauteries: on all the crowns of the head; and with the cautery in the middle place of the head, as we have said; and with the cautery in the nape.
