Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin here.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is on the custody and caution of the flow of blood from the artery that is cut, because in the cutting of it there is fear, and especially to him who ignores what he does and is not studious and experienced; and leave the operation to begin.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find in the remembrance of the regimen of blood flow accidental to the artery according to your method, in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not reach the cauterization and you see the patient's body is tolerable, then cauterize it in the middle part of the head just as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cauterization which we have said in the chapter on stretching of artery with two cauters, and this is the better cauterization and more suitable.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Caustics for Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is cured with laxative causes and with the other cure which I have said in the division, and if the pain is not relieved, then ignite the cauterizer, and this is called "punctum", the form of which is:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then make the punctum and approach the ignition, and be carried around the entire ear like a wheel is rolled, or in the circuit of each example if the pain is in one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Hold the cauterizer at the root of the ear, little by little, until you have marked the location with intent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterizer touches all the points in the entire ear, and those ones, and then cure the locations until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Caustics for Itching.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Itching which is cured and with cauterization is only of the species that comes from flux, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species which occurs due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of itching with ointments and poultices and gualguaries, and your cure does not relieve the patient, then it is necessary to cauterize the patient with three cauterizers: one at the root of the ear, and the second a little below the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterizer on the contrary side of the affected part, because softening only appears on the part that seems to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauterizer on the right side of the extremity of the ear, slightly above the crown of the head, and on the temple another, the length of which is according to the length of the thumb's joint, and pause your hand with the cauterizer until the quantity of the majority of the bone's specificity is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterizer, and it is a species of the knife cauter, the form of which is before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But meanwhile, it is more subtle that you see only a little of what I have said; and it is necessary to cut away the excessive roughness in it a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the location with water as is before the process, until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Caustics for Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with the water which we have said and your medicine does not relieve the patient and the patient has no fever, then cauterize that with four cauterizers: on all the horns of his head; and with a cauterizer in the middle part of the head, just as we have said; and with a cauterizer in the occiput.
