Ayssi comensan las paraulas de Albucasim .	The words of Albuquisim begin thus.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find in this book a reminder of the regimen for the flow of blood that occurs by accident to the artery according to its own manner, in its own location.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cautery and you see the patient's body tolerable, then cauterize it in the middle part of the head just as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter on cutting with two cloaks, and it is better to cauterize this way and more conducive.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Caustics for Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is cured by laxative causes and by other treatments which I have mentioned in the division, and the pain is not relieved, then ignite the cautery, and this is the one called "punctum", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And next, make the puncture on the ignition and be directed to the entire ear, just like a wheel is revolved, or in the circumference of each sample if the pain is in any one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Draw out the cautery along the root of the ear little by little, until you have marked the location with a tent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these dots is applied to the entire ear, and each one, then cure the locations until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Caustics for Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and with cauterization is nothing but the species that comes through phlegm, according to what we have said in the chapters on diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that proceeds from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with jarring and capipurgies and guarguarisms, and your treatment does not conform to it, then it is necessary that you cauterize the patient with three cauteris: the first at the root of the ear, and the second a little behind the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery for the contrary of the affected part, because softening only appears in the part that seems to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with a cautery in the right extremity of the ear, slightly above the crown of the head, and another one on the temple, the length of which is according to the length of the thumb's breadth, and put down your hand with the cautery until the quantity of most of the cord's specificity is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of sword-like shape, the form of which is before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however subtle it may be, that little bit you see is what you need to cut out the excessive grossness a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And next, cure the location with water as before, until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Caustics for Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with the water we have said, and your treatment does not conform to it, and the patient has no fever, then cauterize that with four cauteris: on all the horns of his head; and with a cautery in the middle part of the head, just as we have said; and with a cautery in the back.
