Ayssi comensan las paraulas de Albucasim .	The opening words of the treatise begin: "Thus begins the words of Albucaisem."
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that is cut, for in its cutting there is fear, and especially at that which ignores what it does and is not studied or practiced; and leave the operation in place at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find it as a reminder of the regulation of blood flow by accident of the artery according to its own manner, in your own location of this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cauterization and you see the patient's body is tolerant, then cauterize it in the middle part of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cauterization which we have said in the chapter on strengthening of artery with two cauterizations, and it is better cauterization this one and more conformable.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On Cauterization of Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the earache there is pain due to cold and it is cured by lacrosse causes and another cure which I have said in the division, and if the pain does not subside, then ignite the cauterization point, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then pierce the puncta and ignite it, and bring it around the entire ear as a wheel is revolved, or in the circle of each example if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cauterization, go slowly and gradually with the razor of the ear, as you have marked the location with a tent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterization of all those points in the entire ear is done, and whichever one you want, and then cure the locations until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On Cauterization of Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and with cauterization is not but of the species that come through flux, according to what we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that develops due to dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of torture with herbs and capipurgi and guarguarismes, and your cure does not conduce, then it is necessary for you to cauterize the patient with three cauterizations: the first is a little bit of the razor of the ear, the second is a small spot on the temple, and the third is the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cauterization at the opposite side of the unhealthy part, for softening only appears on the part that seems to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cauterizer at the right extremity of the ear, a little bit above the crown of the head, and on the temple another one, the length of which is according to the length of the thumb's tip, and place your hand with the cauterizer until the quantity of the majority of the specificity of the cuneiform is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterization, and it is a species of the cimeter, the form of which is before us.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however subtle it may be, you should see that a little bit of it is so; and it is necessary to cut away the excess flesh a little bit.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the location with what we have said before, until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On Cauterization of Ancient Apoplexy.
