Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is over the custodianship and caution of the flow of blood from the artery that is cut, for in the cutting of it there is fear, and most especially to him who ignores what he does and is not studious or expert; and leave the operation at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find a reminder of the regulation of the accidental bleeding from the artery according to my own method, in this very place of this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to this cautery and you see the patient's body is tolerable, then cauterize it in the middle part of the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery which we have said in the chapter on stretching of the artery with two handles, and it is better and more suitable.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	On the Cauterization of Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain due to cold and it is cured with laxative causes and with the other cure which I have said in the section, and if the pain is not relieved, then ignite the cautery, and this is the one called "puncta", of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then make the puncture carefully and ignite it, and bring it around the entire ear like a wheel is rolled, or in the circuit of each example if the pain is in any one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Stretch out your hand with the cautery along the ridge of the ear little by little, so that you can mark the location with intent.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery is applied to all these points on the entire ear, and where it is needed, then carefully cure the locations until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	On the Cauterization of Turtura (Turbidur).
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtura which is cured and with cautery is not but the species that comes through phlegm, according to what we have said in the sections on diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the species that comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you cure that species of turtura with jerras and capipurgi and guarguarismes, and your cure does not bring relief, then it is necessary to cauterize the patient with three cauteries: the first on the ridge of the ear, the second a little behind the temple, and the third at the conjunction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery on the opposite side of the ailing part, because only softening occurs in the part that appears to be healing.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cautery is that you cauterize it with the cautery on the right side of the extremity of the ear, a little above the horn of the head, and on the temple another one, the length of which is according to the length of the toe, and pause your hand with the cautery until the quantity of the majority of the cord's specificity is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of scalp, the form of which is before the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But however subtle it may be, there is a little bit that you see; and it is necessary to cut away the excessive redundancy by just a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the location with this water, as it is before the process, until it is healed.
Capitol .vii.	Seventh Chapter.
De cauterizacio de apoplextia antiqua.	On the Cauterization of Ancient Apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you cure it with the water we have said and your medicine does not bring relief and the patient has no fever, then cauterize that with four cauteries: on all the horns of one's head; and with the middle part of the head, just as we have said; and in the forehead.
