Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And it is about the custody and caution of the flow of blood in the artery that is affected, because in its affection there is fear, and major attention to the one who ignores what it does and is not studied and experienced; and thus the operation begins on it at the commencement.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you will find a reminder of the rule for the flow of blood in the affected artery according to its own manner, in the same place of this free book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this illness does not respond to this cautery and you see the body of the patient is tolerable, then cauterize it in the same place on the head as we have recounted, and cure the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery which we have said in the chapter on the stretching of the arteries with cautery having two horns, and it is a better cauterization than this one and more convenient.
Capitol .v.	Chapter 5.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When in the ear there is pain from cold and it is treated with causal laxatives and other treatments which we have said in the division, and the pain is not alleviated, then ignite the cautery, and this is the one that has been named punctured, of which this is the form.
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And point the cautery to the ignition, and it is led to the environment of the whole ear in a circular motion, or in the circle of some points if the pain is in some.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Gradually move the cautery along the root of the ear, little by little, until you reach the spot where you feel it.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if you make points with the cautery all over the ear, and in this way, and then treat the spots until they are healthy.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the cauterization of gout.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Gout which is treated and cauterized is not only of the species that come through fluxion, according to what we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	It is necessary to cauterize the species that comes from dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of gout with herbs and purging and evacuations, and your treatment does not work, then it is necessary that you cauterize the patient with three cauteries: the first at the root of the ear, the second a little below the temple, and the third at the junction of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your hand on the cautery for the opposite part of the affected limb, because mollification is only effective in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cautery on the right side of the extremity of the ear, just above the horn of the head, and on the temple another, the length of which is according to the length of the pain in the finger, and place your hand on the cautery until the quantity of the greatest pain of the specific code is consumed.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is a species of cutting instrument, the form of which is described in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	Moreover, it is necessary to subtly understand that one should not be too confident; and it is necessary to cut into the excess fat a little.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then treat the spot where it is described in the process until it is healed.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	On the cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When old apoplexy is treated and you treat it with what we have said and your medicine does not work and the patient has no fever, then cauterize it with four cauteries: on all the horns of the head; and with the cautery in the middle of the head, as we have said; and with the cautery on the neck.
