Praefatio.	Introduction.
Deinde scinde locum doloris in tempore cum phlebotomo lato, donec fiat in eo locus sub cute, in quo dens capitur.	Thereafter, you shall divide a space for painfulness with the help of an arm near your body until it reaches to where there is something sharp at which point arteries are close by (the term "dens capitis" refers to the bone on top of the head). The exact Latin text cannot be completed without more context as this appears like a partial procedure from Albucasis' work
Intromitte ergo eum in ipso sub cute, donec occultetur: deinde stringe super ipsum cum puluillo constrictione decenti, et dimitte ipsum quantitate quindecim horarum deinde solue eum, et extrahe allium, et dimitteuulnus duobus diebus, aut tribus: postea pone super ipsum cotum submersum in butyro, donec locus efficiat pus: deinde cura ipsum cum unguento usquequo sanetur.	Therefore press that into the place under the skin with a needle until it disappears; then draw over it tightly using a thread bound by pulu (pain), making sure its width decides for ten hours, and after removing both garlic cloves outside of him, let them go out twice within two days or three: afterwards put an ointment above the wound covered in butyrate until the pus becomes effective; thereafter heal it with a bandage coated on its surface.
Et si uis fac illud cum quibusdam medicinis comburentibus, quas ego scripsi in tractatu duodecimo, de Medieinis adurentibus.	And if he uses that with some sharp medicine I mentioned about the care of medieval peoples in my twelfth treatise on middle-aged people's ailments. This statement seems to imply Albucasis was discussing or describing methods for cauterizing wounds, potentially as part of his medical teachings regarding surgical practices during that era. However, without the full context and source material (
Cauterizatio uero eius cum ferro, est secundum hunc modum.	The cauterization with iron is done in this way. This sentence seems to continue Albucasis' description of surgical practices involving the use of metal for wound treatment through burning or heat application during medieval times.
Igni Cauterium, cuius forma haec est.	The burned cautery is this form/shape. This statement appears to refer specifically to a tool used in ancient and medieval medical practices for the purpose
Et nominatur Clauilis: quoniam forma capitis eius est sicut forma claui, in quo est quiddam curuitatis, et in medio eius est quaedam eminentia parua.	And it is called 'Clauilis,' for the shape of his head resembles a Clauille, which has been injured and also contains some slight elevation at its center.
Deinde pone ipsum super locum, et retine manum tuam: et tu reuolue ferrum paulatim cum uelocitate: et sit quantitas quae aduritur ex spissitudine cutis, sicut medietas eius.	Then place it on the spot and keep your hand there; take some iron with ease as its thickness is equal to that of his skin's layer:
Et eleua manum tuam, ut non aduratur arteria, quae est inferius, et accidat fluxus sanguinis.	And wipe your hand so it doesn't touch the artery below, which is where blood may flow:
Deinde imbibe cotum in aqua salis, et pone super locum, et dimitte ipsum tribus diebus: deinde pone cotum cum butyro: postea cura cum unguento usquequo sanetur.	Then pour the poultice into a cloth soaked in salt water and place it over the spot; leave it on for three days, then apply another wet cotton with butter to maintain cleanliness: afterwards expose the skin until healed by continuing care with ointment.
Et si uis, cauteriza hanc hemicraniam cum extremitate cultellari secunda Cauterii.	And if there is wound bleeding from his skull's edge, then use a small incision tool to make an incisional cut at the head's end:
Et caue ab incisione arteriae in hac hemicrania, non antiqua proprie.	And from this incision bleed off his cerebral artery within that skull injury; avoid damaging the old vein:
¶ De modo cauteriezandi in hemicrania antiqua.	In a manner to perform caution on ancient head wounds.
Caput V.	The following is from Caput V of the text:
Quando curas hemicraniam, cum eo quod diximus ex curatione praecedente, et quod diximus in diuisionibus aegritudinum, et non confert curatio: et uides ex aegritudine, quod non sufficit ei quod diximus ex cauterio primo cum medicina, aut cum cauterio cum igne, tunc oportet ut ignias Cauterium cultellare, donec albificetur postquam signas super locum doloris cum linea, cuius longitudo sit medietas digiti, aut quasi illud: et depone manum tuam uice una, et stringe eam donec incidas arteriam, et peruenias usque ad os.	When you heal the head injury, with what we said about previous treatment and division of ailments; it does not confer curative measure: then observe if there's an illness which is not enough for that first-time caution before medicine or cauterization itself - as incisional cut on skull wounds when the signs above have faded with healing, and only white smoke remains after pouring aromatic herbs over it until nothing but white marks are left: then remove your hand wet from water soaked cotton and tighten bandage again to pressure artery's entrance - which is as long as middle joint of the little finger or almost that length: continue till signs above disappear, even up to mouth area.
Verumtamen necesse est tibi, ut caueas a continuatione mandibulae, quae mouetur apud masticationem, ne aduratur latus, aut neruus qui mouet ipsam, unde accidat spasmus.	It is necessary for you to cut off the lower jaw bone which moves during chewing, or its muscle from where it occurs and hencewhere a spasm may occur.
Et esto super custotiam, et cautelam de fluxu sanguinis arteriae, quae abscisa est.	And this is above the skin's surface; therefore we must guard against hemorrhage of an excisable vessel that has been cut off.
