Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to cold and it is cured with medicinal causes and the other cure mentioned in the division, but the pain is not relieved, then ignite the cautery, which is called puncta, and this is its shape:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then place the puncta near the ignition and direct it around the entire ear as if a wheel is rolled, or in the circuit of each sample if the pain is in each.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Draw the puncta cautery of the ear's edge slowly, little by little, since you know the place with certainty.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the puncta cautery is applied all over the ear, then cure each spot until it heals.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the cauterization of turtur.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Turtur which is cured with cauterization is not anything but the spices that come through a flegma, as was said in the division of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterizing the spice that enters by drying or by convulsion of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that spice of turtur with herbs and capupurgis and guarguarisms, and your cure does not help, then it is necessary that you cauterize the patient with three cauteries: the first one should be the edge of the ear, the second a small one on the temple, and the third the connection of the two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And pause your cautery opposite to the diseased part, for softening does not appear except in the healthy part that appears healed.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize it with the cautery along the edge of the ear tip and slightly above the hair on the crown of the head, in the temple whose length should be equal to the length of a finger, and then pause your hand with the cautery until the quantity of the substance of the wound has been burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the shape of the cautery, it is the type of the knife, and the shape of which is like a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is more delicate than that, and it is necessary to have a knife with minimal roughness in that place.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And cure the area where the process has not yet healed.
Capitol .vii.	Chapter 7.
De cauterizacio de apoplextia antiqua.	Chapter 8.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and you treat it with what was said and your medicine does not help and the patient does not have a fever, then cauterize it with four cauteries: first of all on all the hair on his head; secondly in the middle of the head as we have said; thirdly in the neck; and fourthly in the groin.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is done as was said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach, and this is the last one; and take care to cure it with what processes you have.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On cauterizing forgetfulness caused by fever.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Cover the patient with warm blankets and administer large pills to purify him.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the head of the patient and apply a plaster as described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Place the patient on several watch for a while, as this is the method of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do it according to the procedure you have already stated.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if this treatment proves beneficial, then do not proceed with further cauteries. However, if it does not, make three cauterizations in the lower division of the head, starting from the most sovereign part of the head to the most inferior part of the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Wait between each cauterization for the thickness of the finger, and care for the cautery with what is appropriate.
