Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to inflammation and it is cured with caustic agents and other treatments mentioned in the division, but the pain persists, then ignite the cautery, which is called "puncture," as follows:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And place the point of the cautery near the inflammation, and direct it towards the environment of the entire ear as a wheel is turned, or in the vicinity of each example if the pain is in one location.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	With the cautery rod of the ear lance, go along slowly, inch by inch, since you need to probe the location with it.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery points all over the ear, and if that is the case, then be careful with the areas until they heal.
Capitol .vi.	Title sixth.
De cauterizacio de turtura.	Treatise on cauterization of turtles.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	The turtle disease that is cured with cauterization is not any other species that comes from the arrowhead, as it has been said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that enters by drying or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that species of turtle disease with jars and ointments and bandages, and if the treatment does not work, it is necessary that you cauterize the patient with three cauteries: the first one should be made at the ear lobe, the second a small one on their temple, and the third should be the joining of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Place the cautery opposite to the diseased side, because the softening does not happen except on the healthy side.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is that you cauterize it on the right side of the ear lobe above a small one on the forehead, and in the temple another, the length of which should be according to the length of the finger, and after that place your hand over the cautery until the amount of the thickness of the skin has been burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	This is the shape of the cauter, it is a surgeon's specialty, whose shape resembles a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	Nevertheless, it is very delicate that the cauter you see there; and it is necessary to cut off any excessive roughness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the area with the medicine until it has healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Treatise on cauterization of old apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When old apoplexy is treated with the medicine mentioned and the treatment does not work and the patient has no fever, then cauterize it with four cauteries: first on all the corners of their head, second at the most suitable place on the head as previously said, third at the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of cauterization is done as previously mentioned.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	This sentence seems to indicate that cauterization has been done at the mouth of the stomach, it is later in the treatment, and it should be cured with something that processes (heals). However, without more context, I cannot provide a definitive translation or interpretation.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Treatise on cauterization of forgetfulness caused by arrowhead.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	It is necessary to give the patient large jars and pills for softening at the beginning.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And shave the entire head of the patient and place a plaster described in the treatise on plasters at their neck.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Let that area rest for certain periods, as it is the method of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	And do this according to the orderly method mentioned previously.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And therefore if they recover well with that, otherwise do three cauteries in the lower part of their head, which are descending from the upper part of their head towards the neck.
E pausa entre quascun cauteri la grossetut del dit, e aprop cura lo cauteri am aquo que es procedit.	Let there be rest between each cautery and take care of the cautery with something that processes (heals).
