Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	If you wish, administer the cautery that we have mentioned in the chapter on arterial constriction with cauterization using two knives, and this cauterization is more effective and appropriate.
Capitol .v.	Fifth Chapter.
De cauterisacio de las dolors de aurelhas.	Title: Cauterization of Earaches.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to cold and it is cured by medicinal causes or other treatments as mentioned in the section on diseases, but the pain persists, then burn the cautery, which is called a point, and this is its form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Approach the point towards the burning, and place it around the entire ear as a wheel is rolled, or in the circle of each example if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	With the cautery of the ear lance slowly, little by little, because you will feel the place where to stop.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	If the cautery of many points is performed on the entire ear, and this is done, then heal the areas until they are healed.
Capitol .vi.	Sixth Chapter.
De cauterizacio de turtura.	Title: Cauterization of Torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture which is cured and treated with cauterization is nothing but the species that come from the plague, as we have mentioned in the section on diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the species that enter by dryness or spasm of the nerve.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When treating that species of torture with jars, poultices and liniments, and if your treatment does not work, then it is necessary for you to cauterize the patient with three cauterizations: the first one is the lancing of the ear, the second a small one at its temple, and the third the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	Pause your cautery on the contrary side of the affected area, because softening does not occur except in the affected part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is to cauterize it on the right side of the affected area, placing a small piece of charcoal on top of its head and another on its temple, the length of which should be according to the length of the finger used, and stop your hand with the cautery until the amount of the substance of the burn has been burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, it belongs to the blacksmith, its shape is like a table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	However, it is very delicate, and care must be taken to avoid excessive roughness in it; cut the knife thinly in it.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And take care of the area until it has healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	On the ancient method of cauterization for apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is old and the patient's condition is stable and they do not have a fever, then cauterize it with four cauteries: above all on the corners of their head; also on the forehead and the sides of the head as described before; and on the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of cauterization is as previously described.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	It has already been cauterized on the stomach opening, and it is later; take care of it as prescribed by the doctor.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	On the method of cauterization for forgetfulness caused by a blow.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give the patient large and round pills in the beginning, as they will soften them.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	And shave the entire head of the patient and stop at the neck, applying the plaster described in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	Wait for several days, because this is the method of cauterization.
E fay aquo segon aquel meteys orde le qual ja he dit.	Do as the doctor orders, which has already been mentioned.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if the patient recovers well in this manner, then stop the treatment; otherwise, perform three cauterizations on the lower part of their head, starting from the highest point on their head and moving down towards the neck.
