Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery that we have said in the chapter of strangulation of the artery having two points, and this is the best cauterization and more consistent.
Capitol .v.	Chapter 5.
De cauterisacio de las dolors de aurelhas.	On the use of cautery for the pain of gout.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe is caused by cold humors and is cured with laxatives or other treatments mentioned in the division, and the pain does not disappear, then use heat, and this is the method without puncturing, of which the following is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then apply the heat near the big toe, and move it around the entire foot as if it were rotating, or in the circuit of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Slowly move the heat along the edge of the big toe, as gently as possible to avoid damaging the area.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the heat does not touch all of the big toe, and it does not improve, then cure the affected areas as soon as possible.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the use of cautery for torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and cannot be healed except with the special methods mentioned in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the specific area due to dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that area of torture with jerks and capnipurges and guarguarismes, and do not compare your treatment, then it is advisable to cauterize the patient with three cautery points: the first at the edge of the earlobe, the second a little below the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery in the opposite direction of the affected area, as softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize that area with the cautery in the direction of the edge of the earlobe, a little higher than a small one above the corner of the cap, and in the temple another, the length of which should be second to the length of the said dot, and place your hand with the cautery until the quantity of the majority of the specific part of the codena is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the pointed cautery, which is particularly for the butcher, the form of which is given in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	But it is more subtle than that, which has a few parts with handles; and it is recommended to sharpen the knife on its excessive grease.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then care for that place with that procedure until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and is treated with the method we have mentioned and the patient does not have fever, then cauterize that part with four cautery: on all the corners of his head; and with the cautery and the middle part of the head, as we have mentioned; and with the cautery in the back.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is made according to what is mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; and it is more posterior; and then care for that place with that procedure.
Capitol .viii.	Chapter 8.
De cauterizacio de obblivio fayta per flacma.	Of the cautery for forgetfulness caused by a blow.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	That large and round tablets should be given to the patient at the beginning, which are said to be strengthening.
