Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of the pains of gout.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain occurs in the big toe due to infiltration and is cured by causing laxatives and the other cure as mentioned in the previous section, and the pain does not remain, then use the cauterizer, and this one has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then bring the point close to the fire, and it should be moved around the entire big toe as if it were turned over, or in the circuit of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	With the cauterizer, slowly touch the tip of the big toe as much as possible without hurting the place with the attempt.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cauterizer touches all the big toe, and it is felt, then cure the places before they are healed.
Capitol .vi.	Chapter VI
De cauterizacio de turtura.	Of the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and is not cured by cauterization except for the species that come through flexion, as we have said in the sections of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the affected area due to dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that area of turmoil with Jew's remedies and capiciol, and do not combine your treatment, then you should cauterize the patient with three cauteries: the first from the golden hair, the second a little further from the temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your hand on the opposite side of the affected area, as softening only occurs in the visible part.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cauterization is that you cauterize that part with the cauterizing instrument at the right of the golden hair, a little further up from the crown of the head, and in the temple another, the longest of which should be second to the length of the first, and place your hand over the cauterizing instrument until the quantity of the majority of the affected area is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterizing instrument, and it is a special type of knife, the shape of which is given below.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May it however be more subtle than that one has with veils; and cover it with a cloth in case of excessive greasiness, one.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then care for the place with that which is given as procedure until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy is cured with that which we have said and does not compare your medicine and the patient does not have fever, then cauterize that with four cauteries: on all the parts of his head; and with the cauteries and in the middle of his head, as we have said; and with the cauteries in his neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cauteries is made according to what is said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized over the mouth of the stomach; and it is more distant; and then care for the place with that which processes.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of forgetfulness caused by flatulence.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	When giving medicine to the patient at the beginning of treatment, give them large and tasty pills.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and place a poultice made of the following described in the treatise on it.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And place some leeches, which are a method of cautery.
