Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you administer the cautery that we have mentioned in the chapter of strangulation of the artery with two points, and this is the best cauterization and more conforming.
Capitol .v.	Chapter Five
De cauterisacio de las dolors de aurelhas.	About the cauterization of gout pain.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the big toe caused by cold humors and it is treated with the previous method, and the pain does not subside, then apply the cautery, and this is the one that has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then apply the pointed cautery close to the fire, and bring it around the entire big toe as if it were a wheel, or in the circle of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along the edge of the big toe, gradually push the cautery a little at a time until you feel that the area is hot enough.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the pointed cautery touches the entire big toe, and it feels like that, and then cure the areas before they are healed.
Capitol .vi.	Chapter Six
De cauterizacio de turtura.	About the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and is not treated with cauterization except for the specific ones that come from flexion, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the affected area due to dryness or spasms of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that area of torture with jerks and capillary and gastrointestinal remedies, and do not compare your treatment, then it is recommended to cauterize the patient with three cauteries: the first from the golden needle, the second a little below the temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cauterizing instrument in the opposite part of the affected area, as softening only occurs in the healthy part.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize that part with the cauterizing instrument at the right side of the golden needle, a little above the crown of the head, and in the temple, the longest one should be twice as long as the previous one, and place your hand over the cauterizing instrument until the required amount of the affected area is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauterizing instrument, and it is called a lancet, which has a specific shape.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May it however be more subtle to have one less than usual; and cover the area with a cloth to prevent excessive greasiness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the area with that which is given for the process until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and is treated with that which we have said, and does not compare your medication and the patient does not have fever, then cauterize that area with four cautery: over all the corners of his head; and with a cautery and the middle part of the head, as we have said; and with a cautery in the back.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cautery is made according to what is mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has been cauterized over the mouth of the stomach; and it is more behind; and then cure with that which processes.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of forgetfulness caused by a stroke.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Given great amounts of grains and large pills to the patient at the beginning.
