Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you apply the cautery that we have mentioned in the chapter of artery stretching, which has two points, and this cauterization is better and more suitable.
Capitol .v.	Chapter Five
De cauterisacio de las dolors de aurelhas.	About the cauterization of the pains of gout.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe occurs due to cold humors and is cured by laxatives and the other treatment mentioned in the previous section, and the pain does not disappear, then ignite the cautery, and this is the one that has no puncture, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	Then approach the puncture with the ignition, and place it around the entire big toe as if it were rotated, or in the circumference of each one where the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Following the cautery, gradually move it around the base of the big toe until you have tried enough to reach the location.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of these points in the entire big toe, and it does not find it, and then cure the locations before they are healed.
Capitol .vi.	Chapter Six
De cauterizacio de turtura.	About the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and is not treated by cauterization except for the specific ones that come from inflammation, as we have said in the sections of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid the use of dry or spasm-inducing cautery on the affected area.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that type of torture caused by jerks and caprice and guarding, and you do not combine your treatment, then you should use three types of cautery: the first is the point of a gold needle, the second is a small one next to the temple, and the third is at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the affected area, as softening is only seen on the healthy side.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cautery is to cauterize that one with the cautery on the right side of the gold needle, a small one above the little toe, and in the temple another, the longest of which should be second to the length of the said gold needle, and place your hand over the cautery until the quantity of the most part of the species of the codex is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is specific to the cuttlefish, the form of which is given in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May it be, however, that there is less skill in that one; and cover the area with a cloth to prevent excessive grease from soiling it.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then carefully clean the area where the procedure was performed until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of ancient cautery for apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy is treated with the methods mentioned earlier and the patient does not have a fever, then apply four cautery points: on the entire surface of the head; and at the back of the head, as we have mentioned; and at the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of applying the cautery is done as described above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; and more is done later; and then carefully clean the area where the procedure was performed.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of cautery for forgetfulness caused by flaccidity.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give large amounts of water and flatulent medicines to the patient at the beginning of the treatment.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then remove the cap from the patient's head and place it on the described plaster in the treatise on plasters.
