Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
De cauterisacio de las dolors de aurelhas.	Of the cautery for the pain of gout.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe is caused by friction and is cured by laxative causes and the other cure as mentioned in the division, and the pain does not return, then apply the cautery, and this is the one that has no point, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the point to the cautery, and it should be moved around the entire big toe as if it were rotated, or in the circuit of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cautery, carefully apply it to the tip of the big toe, as if you were testing the location.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery for that point in the entire big toe, and it is not, and then cure the locations before they are healed.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	Of the cautery for torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and is not healed by any other cautery except the ones that come from flexion, as we have said in the divisions of illnesses.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cautery of the specific part that is affected by dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that part of torture that is caused by jealousy and capriciousness and guards, and you do not compare your treatment, then you should cauterize the patient with three cauteries: the first at the edge of the ear, the second a little below it, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your cautery on the opposite side of the affected part, as softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize that part with the cautery at the right edge of the ear, a little above it on the top of the head, and in the temple another, as long as the second part, and place your hand over the cautery until the quantity of the main part of the codeine is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is special for the cutters, the shape of which is given in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May be, however, it is more subtle to have one fewer than that; and cover with a cloth in the place of excessive filthiness, one.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then care for the place with what is given as the process until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the ancient cauterization of apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and is treated with what we have said and does not compare your medicine and the patient does not have fever, then cauterize that with four cauteries: over all the corners of his head; and with the cauterie and the middle part of the head, as we have said; and with the cauterie in the back.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cauterie is done as it is said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized over the mouth of the stomach; and more back; and then care for the place with what processes.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of forgetfulness caused by a blow.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Give the patient large amounts of grease and the servant's hand to rub it in.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then wipe the entire head of the patient and place your hand over their eyes, using the ointment described in the treatise on ointments.
