Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you apply this cautery which we have mentioned in the chapter of stretching of the artery with a cauterizing needle having two points, and this is the best cauterization and more conformable.
Capitol .v.	Chapter V.
De cauterisacio de las dolors de aurelhas.	Of the cauterization of the pains of gout.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe occurs due to cold and is treated with active causes and the other treatment mentioned in the division, and the pain does not disappear, then ignite the cautery, and this is the one without points, of which the following is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then apply the points to the fire, and bring it to the area around the big toe as if it were rotating, or in the circle of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	And along with the cautery, apply it to the tip of the big toe little by little until you can reach the location well without hurting it.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of all points in the big toe, and it is necessary to do that, and then treat the locations until they are healed.
Capitol .vi.	Chapter VI.
De cauterizacio de turtura.	Of the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and cannot be treated except by the special causes that come from flexion, as we have said in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the specific part that causes dryness or spasm of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that part of torture that is called jerky and capripurgi and guarguarismes, and does not compare your treatment, then you should cauterize the patient with three cauteries: the first one must be at the golden ratio, the second one a little below their temple, and the third one at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your hand on the opposite side of the affected part, as softening only occurs in the part that appears healthy.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The form of cauterization is that you cauterize that part with the cauteri in the right side of the golden ratio, a little above the corn on the head, and in the temple another, the longest one which should be second to the length of the said corn, and place your hand on the cauteri before it burns out the quantity of the majority of the specific part of the code.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauteri, and it is a special one for the cutellari, the form of which is given below.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May be, however, it is more subtle to have a few drops of that in the eye; and cover it with a cloth in case of excessive greasiness.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then cure the area with that which is given for this process until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the ancient cauterization of apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When apoplexy is ancient and is treated with that which we have said and does not conflict with your medicine and the patient does not have fever, then cauterize that with four cautery: on all the horns of his head; and with the cautery and the middle of the head, as we have said; and with the cauterization in the crown.
E la manieyra del cauteri es fayta segon que es desus dit.	And the manner of the cauterization is done as it is said above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; and it is more posterior; and then cure with that which processes.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of forgetfulness caused by flatulence.
