Ayssi comensan las paraulas de Albucasim .	And now begins the words of Albucasis.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe occurs due to infiltration and is cured by laxatives and the other treatment mentioned in the previous section, but the pain persists, then ignite the cautery, and this is the one without punctures, of which this is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then bring the punctures close to the flame, and place them around the entire big toe as if it were a wheel, or in the circuit of each one if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	Along with the cautery, gently apply it to the tip of the big toe as needed without hurting the area.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery of the points in the entire big toe is used, and it is found to be helpful, then cure the areas before they are healed.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the cautery for treating torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and cannot be treated by cauterization except for the specific ones that come from flexion, as we have mentioned in the sections on diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid cauterization of the specific area that causes dryness or spasms of the nerves.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that area of torture with tinctures and capipurgi and guarguarismes, and do not compare your treatment, then you should cauterize the patient with three cauteries: the first at the edge of the earlobe, the second a little below their temple, and the third at the conjunction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your hand on the opposite side of the affected area, as softening only occurs on the healthy side.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	And the form of cauterization is that you cauterize that area with the cauteries at the edge of the earlobe, a little above the top of the cap, and in the temple another, the longest of which should be second to the length of the said point, and place your hand over the cauteries until the amount of the majority of the specific area of the code is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cauteries, and it is specific to the lancet, the shape of which is given in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May it still be less subtle than that one has with vessels; and cover that which is in the excess of grease with a cloth.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	And then cure the place where that process has taken place until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the cauterization of ancient apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy is cured with that which we have said and does not conflict with your medicine and the patient does not have fever, then cauterize that place with four cauteries: over all of his head; and with a cauterizer and in the back of his head, as we have said; and with a cauterizer on his neck.
E la manieyra del cauteri es fayta segon que es desus dit.	And the method of the cauterizer is made according to what has been said.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized over the mouth of the stomach; and further back; and then cure that which has taken place.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cauterization of memory loss caused by a stroke.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	When the patient first begins to show signs of illness, give them large doses of medicine that will help them feel better.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then shave the entire head of the patient and place a plaster made of the following description in the treatise on plasters.
E pausa aquel alcunas veguadas, quar aquel es manieyra de cauteri.	And place some of those, which are the handle of the cautery.
E fay aquo segon aquel meteys orde le qual ja he dit.	Do that second, as you have already described.
E donc si per aqueles sanat bo es; e sino, lahoras fay a lu tres cauteris en la deriera partida de sieu cap, les quals sian deysendentz de la partida pus sobirana del cap entro a la partida pus dejos del col.	And if those remedies are effective; and if not, then make three points on the back part of their head, which should be placed in the most superficial part of the head towards the back, and the least deep part of the head towards the neck.
