Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you see, administer the cautery that we have mentioned in the chapter of stretching of an artery having two points, and this cauterization is better and more suitable.
Capitol .v.	Chapter 5.
De cauterisacio de las dolors de aurelhas.	On the cauterization of gout pains.
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When pain in the big toe occurs due to cold humors and is treated with laxatives and the other treatment mentioned in the previous section, but the pain does not disappear, then use the cautery without making points, and this is the one that has no name, of which the following is the form:
E aprop puncta aprop la ignicio, e sia menat al enviro de tota la aurelha ayssi cum roda es revolguda, o en le circuit de quascuna essemps si la dolor es en quascuna.	And then use the pointed cautery, and bring it close to the flame, and place it around the entire big toe as if it were rotating, or in the circle of each joint if the pain is in each one.
Alonga te am le cauteri de la razit de la aurelha pauc a pauc pus que aias senhat le loc am tenta.	While applying the cautery to the edge of the big toe, gently press it into the place where it hurts.
E si le cauteri de detz puntz en tota aurelha, e quays aquela, e aprop cura les locz entro que sian sanatz.	And if the cautery touches all the big toe, and it is painful, then quickly treat the affected areas before they are healed.
Capitol .vi.	Chapter 6.
De cauterizacio de turtura.	On the cauterization of torture.
Turtura la qual es curada e am cauterizacio no es sino de las specias las quals veno per flecma, segon que havem dit en las divisios de las malautias.	Torture that is cured and treated with cauterization is only of the specific kinds that come from inflammation, as we have mentioned in the divisions of diseases.
Esquiva cauterizacio de la specia que endeve per siccacio o per spasme del nervi.	Avoid the use of a dry or spasm-inducing cautery on the sensitive area.
Quan tu curas aquela specia de turtura am jerras e capipurgi e guarguarismes, e no comfereys la tua curacio, lahoras cove que tu cauterizas le malaute am tres cauteris: la i deves la razit de la aurelha, e·l segon un petit dejos le sieu templar, e le ters deves la conjunccio de doas labias.	When you treat that area of turmoil with jelly, purgatives, and worm medicine, and do not compare your treatment, then you should cauterize the patient with three cautery points: the first at the end of the golden hair, the second a little below their temple, and the third at the junction of two lips.
E pausa lo tieu cauteri per le contrari de la partida malauta, quar mollificacio no ve sino en la partida que apar sana.	And place your hand on the opposite side of the affected area, as softening only occurs in the healthy part.
E la forma de cauterisacio es que cauterizas aquel am le cauteri en le dreyt de la extremitat de la aurelha pus sobirana un petit sobre le corn del cap, e en le templar autre, la longuesa del qual sia segon la longitut del dit pous, e depausa la tua ma am cauteri entro que sia comburida la quantitat de la maytat de la specitut de la codena.	The method of cautery application is that you cauterize that area with the cautery at the end of the golden hair, a little above the corner of the cap, and on the temple, the longest one being second to the length of the previously mentioned point, and place your hand inside before the quantity of the main part of the coda is burned.
E aquesta es la forma del cauteri, e es specia del cutellari, la forma del qual es denant mesa.	And this is the form of the cautery, and it is specific to the knife, the shape of which is given in the table.
Mays empero pus subtil es que aquel un pauc ayssi co vesas; e cove que cotel en lu de superflua groceza un pauc.	May it be, however, that there is also a more subtle cause in the abundance of excess grease.
E aprop cura le loc am aquo que es denant procezit entro que sia sanat.	Then care for the area with the procedure until it is healed.
Capitol .vii.	Chapter VII.
De cauterizacio de apoplextia antiqua.	Of the ancient cautery for apoplexy.
Quan apoplextia es antiquada e curas aquela am aquo que havem dit e no confereys la tua medicacio e le malaute no ha febre, lahoras cauteriza aquel am quatre cauteris: sobre totz les corn del sieu cap; e am cauteri e le mieg loc del cap, ayssi cum havem dit; e am cauteri en le coguot.	When ancient apoplexy is treated with the procedure we have mentioned and the patient does not have a fever, then cauterize that area with four cauteries: on all parts of the head; and with a cauterizer at the middle of the head, as we have mentioned; and with a cauterizer in the neck.
E la manieyra del cauteri es fayta segon que es desus dit.	The method of the cauterizer is done as it is mentioned above.
E ja es cauterizat sobre la boca del estomac; e es mays derier; e aprop sia curat am aquo que procezeys.	And it has already been cauterized on the mouth of the stomach; and more behind; and then care for the area with the procedure.
Capitol .viii.	Chapter VIII.
De cauterizacio de obblivio fayta per flacma.	Of the cautery for forgetfulness caused by flatulence.
Cove que sian donatz al malaute en le comensament jerras grans e pilulas le servel mondificantz.	Gave the patient large and tasteful pills at the beginning of the treatment.
E aprop ras le cap tot del malaute e pausa sus le coguot de lu emplaustre de cetre descrit en le tractat dels emplastres.	Then remove the entire cap from the patient and place it on the described plaster in the treatise of plasters.
